customer_id,churn_probability,customer_lifetime_value,assigned_action,assigned_cost,expected_value_saved
100080,0.6571874027504332,3944.3587075575024,email_nudge,20,129.60914272678852
100081,0.5849819722011381,7393.5870138888895,email_nudge,20,216.25575565127232
100082,0.707813795397216,8416.900000000001,discount_offer,250,1072.3676282061892
100087,0.7397112539297194,4754.20295728368,email_nudge,20,175.83687154843457
100088,0.755843859670237,1131.7076347305388,none,0,0.0
100089,0.7969234202813225,5982.082146768893,email_nudge,20,238.36306824034511
100091,0.6664164097381279,11446.906754221389,discount_offer,250,1373.113170315962
100092,0.7148083665673939,5032.815446224256,email_nudge,20,179.87492941753553
100094,0.6973077239115161,6918.529025191676,email_nudge,20,241.2171863686084
100097,0.3620436274971224,9928.390031897929,email_nudge,20,179.72551711772985
100098,0.3557586114262702,10757.337061994607,email_nudge,20,191.3507647909777
100100,0.5146903530036059,7825.880074257425,email_nudge,20,201.395248899172
100104,0.5043816061079811,13905.393939393938,discount_offer,250,1262.452487168826
100105,0.5840625228501207,9668.926240208875,discount_offer,250,1016.506341559463
100107,0.5340562306857974,6760.403860294118,email_nudge,20,180.5217901771196
100108,0.8529115020637719,1997.368103448276,email_nudge,20,85.17891146431683
100109,0.4686920347513869,8786.623529411765,email_nudge,20,205.91102302972064
100110,0.6955542501287804,9783.909602649006,discount_offer,250,1224.9431832596945
100115,0.3743143191996284,15749.91590909091,discount_offer,250,1061.1754291732968
100116,0.7066004617735545,6498.690368852459,email_nudge,20,229.59888077772496
100119,0.4632522202458751,4134.998095238096,email_nudge,20,95.77735241657562
100123,0.5379186666993653,4661.385815991238,email_nudge,20,125.372322155467
100124,0.5339694127420761,54387.43333333334,personal_outreach,900,10164.429043142089
100128,0.6047743214429324,9353.10033783784,discount_offer,250,1018.1726838366376
100130,0.552254881512915,6795.0685410334345,email_nudge,20,187.6304886000278
100132,0.6208110282528506,11667.433114035088,discount_offer,250,1303.7888067471863
100133,0.8142136887656508,7062.988475499092,discount_offer,250,1035.1407420621713
100134,0.3782224635040201,8500.251639344264,email_nudge,20,160.74930577184367
100135,0.7976277205144849,7124.510613810741,discount_offer,250,1022.8872889215208
100142,0.4085467434002038,7614.373513513514,email_nudge,20,155.5413750989357
100143,0.736571704404255,6546.58274509804,email_nudge,20,241.10138052901752
100144,0.4496500235975998,2000.0871134020613,none,0,0.0
100146,0.6537704427882276,24751.80195035461,personal_outreach,900,5663.698782311447
100147,0.4676541354735761,9302.757482993198,email_nudge,20,217.52365041147624
100148,0.8297306483495005,4158.257502738225,email_nudge,20,172.51168468755813
100150,0.7135048683804603,5032.650416666666,email_nudge,20,179.54102865743096
100151,0.5011656533278505,45344.315,personal_outreach,900,7953.7546380875965
100155,0.7027201991489066,16620.18037037037,discount_offer,250,2102.2805627563343
100157,0.4850802733629697,6663.289944444444,email_nudge,20,161.6115253873919
100158,0.4828029785133684,8453.451971522452,email_nudge,20,204.06758952853733
100159,0.5365526201324969,9109.137324929972,email_nudge,20,244.37657494189503
100161,0.7684049684760795,3987.3021329987455,email_nudge,20,153.1931384905753
100162,0.4674737588584296,13106.469580924855,discount_offer,250,1102.8475080645496
100163,0.4087604814751704,19709.007052896726,discount_offer,250,1450.127378221127
100164,0.612615870406833,7437.384490398819,email_nudge,20,227.8129886567976
100165,0.4401300592788897,9955.53095952024,email_nudge,20,219.0864215683233
100166,0.604980197854173,55023.69800569801,personal_outreach,900,11650.886697154408
100168,0.7581658164395766,3495.886939102564,email_nudge,20,132.5230987682574
100169,0.4955262128166823,6634.739473684212,email_nudge,20,164.38436622100429
100172,0.5223160155992396,25778.008510638298,discount_offer,250,2423.568005164779
100173,0.5386372775609324,3378.245031055901,email_nudge,20,90.98243532308491
100174,0.6379152952332867,4292.926375711575,email_nudge,20,136.92616981884063
100175,0.6131775742444158,35640.74883913765,personal_outreach,900,7648.937771102915
100176,0.6833212790003367,12786.761555312158,discount_offer,250,1572.7439268446828
100177,0.3816618310521115,8163.098964088398,email_nudge,20,155.77716488467863
100179,0.584509680497233,9623.849342105264,discount_offer,250,1012.5419587393416
100180,0.6538767060159845,4628.976595744682,email_nudge,20,151.3389984325309
100181,0.7661298358350108,1020.9330769230768,none,0,0.0
100182,0.4319444512733228,6428.982427184467,email_nudge,20,138.84816433780148
100184,0.6778204938293659,33247.510186199346,personal_outreach,900,7887.54532055228
100185,0.562903737043165,13366.420860927154,discount_offer,250,1354.3214856313705
100186,0.7256707675152814,25822.54847856155,personal_outreach,900,6558.534000773412
100188,0.539247727421049,6698.716920943135,email_nudge,20,180.61339381277563
100191,0.4557618249666088,39632.562447257376,personal_outreach,900,6322.053146172788
100195,0.701663963452036,4823.862891986063,email_nudge,20,169.23653779700706
100197,0.4368531527041996,7643.755128205128,email_nudge,20,166.95992631276522
100198,0.3537957229273896,9292.431828978622,email_nudge,20,164.38113183434885
100199,0.5000127675422175,13585.3,discount_offer,250,1222.7082211604315
100200,0.4140737568246936,24587.57542372881,discount_offer,250,1832.5925508445007
100201,0.8238148125582532,1828.7408371040729,email_nudge,20,75.32718949682575
100204,0.6657245643961198,10072.713566433566,discount_offer,250,1207.017513234157
100205,0.4975914376272624,3825.7447761194026,email_nudge,20,95.18289215721214
100210,0.6793513000384367,2250.0447530864194,email_nudge,20,76.42854140769612
100212,0.5532348390120392,13808.853465346536,discount_offer,250,1375.1169882915294
100215,0.8116697393250388,10387.749216524217,discount_offer,250,1517.6559057750155
100216,0.3894418198884909,33995.43636363636,discount_offer,250,2383.064028964427
100218,0.7008880333818276,907.7992424242424,none,0,0.0
100219,0.5904599893735026,5785.183202614379,email_nudge,20,170.79596061697262
100220,0.7570562476290356,2085.075115207373,email_nudge,20,78.92595713717864
100221,0.5569787904365827,3542.014361702128,email_nudge,20,98.6413437444928
100222,0.4715904422092582,17301.163782051284,discount_offer,250,1468.6314261682262
100223,0.7318859581125566,5001.668577075098,email_nudge,20,183.0325499347038
100225,0.8272929666735196,1455.9541120381407,email_nudge,20,60.22502983442717
100226,0.5640245110126638,14405.3136416185,discount_offer,250,1462.4909968856275
100227,0.6997657962140561,35279.52848484848,personal_outreach,900,8640.592569089764
100229,0.6430326250211817,5856.742191435768,email_nudge,20,188.3038152715625
100230,0.370413547801509,6445.995142180095,email_nudge,20,119.38419648631108
100232,0.779018417217197,2924.7742299794663,email_nudge,20,113.92264956781251
100234,0.6348383009325707,7381.136458333333,email_nudge,20,234.2914064079893
100235,0.3557171461677103,6540.178723404255,email_nudge,20,116.322685545807
100237,0.8772863568350021,4581.9618,email_nudge,20,200.98462873395744
100238,0.6461633650470731,2945.588556338028,email_nudge,20,95.16657068037652
100239,0.7774553719844584,1879.6314935064927,email_nudge,20,73.06648009888967
100242,0.7240019424932375,5767.726769911505,email_nudge,20,208.7922692593088
100243,0.6292254362478853,4855.54801980198,email_nudge,20,152.76171604912287
100244,0.6411071129479806,38881.76935028248,personal_outreach,900,8724.582613064107
100246,0.6353187177556966,13498.077586206897,discount_offer,250,1543.6046419624572
100248,0.7305330436305897,7634.845583038869,discount_offer,250,1003.9512566568508
100250,0.4762572301407297,15529.801263537907,discount_offer,250,1331.3124241935425
100253,0.6077914303536117,5498.910898138006,email_nudge,20,167.10954600831812
100254,0.6841346159874736,5480.696531791907,email_nudge,20,187.47671085606677
100256,0.5861348374197759,4668.505687203791,email_nudge,20,136.81869109812467
100257,0.3711990661894594,12725.382812500002,email_nudge,20,236.18251084516987
100258,0.5086921567243727,10373.62285012285,discount_offer,250,949.8565045213608
100259,0.81375093147158,16892.593318965515,discount_offer,250,2474.3454386901794
100260,0.6485415888017683,14365.12421630094,discount_offer,250,1676.948486863422
100261,0.867212597501862,8804.063150867822,discount_offer,250,1374.299005254212
100263,0.6900558066561934,7716.995509309968,discount_offer,250,958.52836100504
100264,0.5855880599067647,9976.189594742606,discount_offer,250,1051.5487518085276
100265,0.6833945548725795,7372.19244249726,discount_offer,250,906.8609110815738
100266,0.6005529476928914,13025.1623655914,discount_offer,250,1408.0139375101971
100267,0.4292430490688451,9740.846946564889,email_nudge,20,209.0595421928231
100268,0.3717443414548558,6568.014644351465,email_nudge,20,122.08111393151422
100269,0.5975881006781014,5426.608064516129,email_nudge,20,162.14382031993307
100270,0.613523428564764,25224.05162037037,personal_outreach,900,5416.441321348478
100274,0.6812620275496374,9293.97133105802,discount_offer,250,1139.6933555372618
100275,0.4064117530420227,10676.225393258426,email_nudge,20,216.94717389729576
100277,0.6426988400412127,6573.976019417477,email_nudge,20,211.25433810691808
100281,0.5585420945543775,1931.726,none,0,0.0
100282,0.4914144802091897,1338.7279279279278,none,0,0.0
100283,0.6466433616236447,5548.573571428571,email_nudge,20,179.39741332223417
100285,0.6192673059050725,11245.98535286285,discount_offer,250,1253.5687893087509
100286,0.6868822016561414,19902.88146417445,discount_offer,250,2460.768307094404
100288,0.4028157353264518,6333.146739130434,email_nudge,20,127.55455803265733
100290,0.8722100865216332,5957.206477272728,discount_offer,250,935.2684038544704
100291,0.7974937742872118,3447.798795180722,email_nudge,20,137.4799037075788
100292,0.365505482468676,14372.205119453924,discount_offer,250,945.5615579384606
100295,0.4833408684849242,26480.79244186046,discount_offer,250,2303.8648590632133
100296,0.6157166662488937,4531.870350109409,email_nudge,20,139.5174051920786
100297,0.5818433503292033,2178.535256410257,email_nudge,20,63.378312620001694
100299,0.3722273322728426,29757.81199186992,discount_offer,250,1993.8007749618985
100300,0.410052714819527,2252.7376811594204,none,0,0.0
100302,0.8336860690773165,1917.204248366013,email_nudge,20,79.91732367192962
100303,0.7146448212427581,4077.037192982456,email_nudge,20,145.68167579895118
100304,0.6601208016787623,18461.91987951807,discount_offer,250,2193.6775232513783
100305,0.6840161440017498,6092.553385416668,email_nudge,20,208.3702436908758
100307,0.4936705183801024,5880.15,email_nudge,20,145.14283493263795
100311,0.3819985355657077,9664.269499241274,email_nudge,20,184.58683980112508
100312,0.6628134625079285,23926.52424242424,personal_outreach,900,5550.587832615384
100315,0.6998422673548539,18083.736206896552,discount_offer,250,2278.0373308706785
100317,0.4179750385896615,8673.036238532111,email_nudge,20,181.25563282449963
100319,0.53018973929904,10628.000199203188,discount_offer,250,1014.2741978794232
100320,0.4696347166505268,9203.231227436823,email_nudge,20,216.10784448832865
100322,0.693323925143403,8735.090886287626,discount_offer,250,1090.1245499577549
100324,0.8152826774456442,3270.4719605695504,email_nudge,20,133.31795682620242
100325,0.6130139193687009,642.2371747211896,none,0,0.0
100328,0.6746671623692458,7756.615000000001,discount_offer,250,941.9640176953312
100329,0.7653630305883931,7250.882913472069,discount_offer,250,998.9203897973842
100331,0.5771952015187524,9583.181281198003,discount_offer,250,995.6459251425272
100332,0.3624814587577616,19398.15633802817,discount_offer,250,1265.6649611915227
100338,0.7347715091790523,1793.3611363636362,email_nudge,20,65.88553343344846
100340,0.5272612707825668,4363.710571428572,email_nudge,20,115.04077906093748
100341,0.3783865468252365,13468.210236768802,discount_offer,250,917.3141214133046
100342,0.6753563442097402,18733.762924424973,discount_offer,250,2277.353815547692
100343,0.608257490358486,14279.98837209302,discount_offer,250,1563.463780120379
100344,0.6326247151921757,11580.338011283498,discount_offer,250,1318.6814465191228
100345,0.806712877225384,5168.815772179628,email_nudge,20,208.4875121711486
100347,0.5609172951511145,8801.361422413793,discount_offer,250,888.6304516873879
100348,0.4098715373756103,17193.26313559322,discount_offer,250,1268.46525490002
100349,0.8330872884334933,4550.0735112936345,email_nudge,20,189.5304201848339
100350,0.6127955325008659,10748.69568854569,discount_offer,250,1185.615485667381
100357,0.5365839028882706,3647.941729323308,email_nudge,20,97.8713405314644
100358,0.8296482048831005,1599.567326732673,email_nudge,20,66.35390806067112
100359,0.5684049593325368,10805.091032608696,discount_offer,250,1105.5001192153743
100360,0.3753612097618891,18623.295454545456,discount_offer,250,1258.2832880828291
100361,0.4861378847111116,13073.60816993464,discount_offer,250,1144.0037198293078
100363,0.6770446780978208,738.7186792452832,none,0,0.0
100364,0.6953838042630045,3353.1832844574774,email_nudge,20,116.58746743685784
100367,0.7439747039710423,10482.953684210524,discount_offer,250,1403.829425511481
100368,0.4506315122865653,90783.75217391305,personal_outreach,900,14318.506836612716
100371,0.5362934549234157,4197.0910147991535,email_nudge,20,112.54362204773317
100372,0.8652562616311448,2580.126811594203,email_nudge,20,111.62354397671427
100374,0.4750875399137985,4246.597947761194,email_nudge,20,100.87528860024256
100376,0.8407334550407451,1652.8132678132677,email_nudge,20,69.47877045929165
100377,0.822494762109057,2119.882420591457,email_nudge,20,87.17960936117713
100378,0.4081196332142698,8401.991153846153,email_nudge,20,171.4508773988616
100379,0.4232743882502424,6415.402652519895,email_nudge,20,135.77378165621704
100380,0.5442140444636465,6294.777192982456,email_nudge,20,171.28530775952512
100381,0.4046599393180592,18699.89748083242,discount_offer,250,1362.0778883725634
100382,0.5872147451517697,7373.445801526717,email_nudge,20,216.4898048616949
100385,0.606483343994125,5803.141517857142,email_nudge,20,175.9754336710571
100386,0.6039489190572601,5611.589156626506,email_nudge,20,169.45566026690102
100387,0.8632797392971518,4493.994402985075,email_nudge,20,193.9787158305908
100389,0.4930050548599449,3499.330558598028,email_nudge,20,86.25938270073512
100390,0.4090644175032089,5429.697521551724,email_nudge,20,111.05480269360864
100391,0.4059118598401843,8446.777718832891,email_nudge,20,171.43236267540442
100393,0.5657573075519814,27916.695292620865,personal_outreach,900,5527.926027575788
100395,0.7966232825039653,4786.82108433735,email_nudge,20,190.66465624820052
100396,0.6386863274676206,6918.018302387269,email_nudge,20,220.9221851452754
100399,0.4730167862573629,15628.257142857145,discount_offer,250,1330.6370343332333
100400,0.6337855181206341,6926.305545774649,email_nudge,20,219.48960744953035
100401,0.4140884464099791,9396.142857142857,email_nudge,20,194.5417098980254
100402,0.6881332112095784,8323.304875000002,discount_offer,250,1030.957652071816
100403,0.6077800369514249,9794.766053921569,discount_offer,250,1071.5513893529424
100404,0.6352142031514636,5811.0731292517,email_nudge,20,184.56380936262505
100405,0.8355473054622672,5859.771442885772,discount_offer,250,881.3009231510306
100407,0.6307718922289883,4443.454696969698,email_nudge,20,140.1403163620681
100408,0.7061263344190805,3282.961861313868,email_nudge,20,115.90929125836016
100409,0.6339615127713515,17065.69350649351,discount_offer,250,1947.4187169363936
100410,0.8610400536517798,5162.258855291577,email_nudge,20,222.2455820862317
100412,0.6417022042896153,2025.444621513944,email_nudge,20,64.98661391460217
100414,0.7301562997903212,6330.237662337663,email_nudge,20,231.10314541629003
100415,0.3833753034225855,5376.201136363637,email_nudge,20,103.05513709571292
100418,0.8086826295160797,4381.695071193866,email_nudge,20,177.17003459553513
100421,0.5960485546667378,17297.89969879518,discount_offer,250,1855.869860562672
100424,0.404137869963858,3125.223548740416,email_nudge,20,63.151059407442055
100426,0.7461283412386447,2326.744019138756,email_nudge,20,86.80248277434687
100427,0.6603993885388175,15441.7147864184,discount_offer,250,1835.585820529475
100428,0.42617914236908,5587.963352272727,email_nudge,20,119.073671453072
100429,0.4497109708398544,16403.866221374046,discount_offer,250,1327.859748709419
100430,0.647057400841075,18959.63251655629,discount_offer,250,2208.234696671672
100431,0.3939529147584013,10344.871670190276,email_nudge,20,203.7696173636535
100432,0.5977359764846669,7310.869052419355,email_nudge,20,218.4984725999708
100435,0.4397602184326397,3759.846648044693,email_nudge,20,82.67154916086812
100438,0.5337105752519915,7737.49069767442,email_nudge,20,206.4790305631374
100439,0.7817759459963175,4677.392545180724,email_nudge,20,182.8336490902392
100441,0.5416020987717984,3271.7650406504063,email_nudge,20,88.59974063522293
100442,0.601517104459908,4936.87802359882,email_nudge,20,148.48082869134578
100443,0.7550556825883035,1592.0687637969097,email_nudge,20,60.10502835880961
100446,0.8389208901077807,3890.10443592552,email_nudge,20,163.17449379994318
100451,0.7603585901835637,8269.187003610108,discount_offer,250,1131.7585269652611
100455,0.6747359861856219,14972.991196013289,discount_offer,250,1818.5068765423189
100457,0.4654623042671184,6976.425301204819,email_nudge,20,162.36314981231104
100458,0.7687068496887878,10540.236201022146,discount_offer,250,1458.4233177114209
100459,0.4105401040555697,20455.136494974875,discount_offer,250,1511.5776957212158
100461,0.5891159859103893,7279.543209200437,email_nudge,20,214.4247637332697
100462,0.4708138016297698,13806.941272727272,discount_offer,250,1170.089731708506
100463,0.496634651088017,10979.684903381643,discount_offer,250,981.520556588516
100464,0.4755579236170518,2300.1178683385583,none,0,0.0
100467,0.7742073278686311,4401.004533333334,email_nudge,20,170.36449798448663
100469,0.7768484845078284,4767.667628865979,email_nudge,20,185.1877686060784
100470,0.5257672048367739,1943.9494444444445,none,0,0.0
100472,0.5581764954448416,22277.612053571425,discount_offer,250,2238.2710961296066
100473,0.5428348412486416,3455.864400715564,email_nudge,20,93.79818016696326
100474,0.4951196119891407,15277.231865828093,discount_offer,250,1361.530280461849
100475,0.7155955715339508,2569.8354838709674,email_nudge,20,91.9481445914436
100476,0.5554338852298438,6310.700875486382,email_nudge,20,175.2588552897389
100477,0.3954216444782325,28333.385714285712,discount_offer,250,2016.6541151002048
100478,0.5573449112825305,17962.493321299637,discount_offer,250,1802.0347643831024
100482,0.3850324697788081,10743.840963855422,email_nudge,20,206.8363810611992
100484,0.3700272737645893,17620.420498614956,discount_offer,250,1173.606508743872
100486,0.8916041845683981,1518.3425950196593,email_nudge,20,67.68803056639844
100488,0.8128536875338327,13386.383075221238,discount_offer,250,1958.6107521781323
100490,0.65287614895264,6206.29598370198,email_nudge,20,202.5971310549793
100494,0.7658350791032504,10586.414285714283,discount_offer,250,1459.34053594556
100499,0.4582956944104102,5645.271958456973,email_nudge,20,129.36019161683276
100500,0.4199344882447173,14257.368905109488,discount_offer,250,1077.6889646789937
100502,0.7622566250822771,3770.82223796034,email_nudge,20,143.7167116446424
100504,0.3595996829686698,4823.601871657754,email_nudge,20,86.72828519076052
100505,0.3632130741090034,31248.07840375587,discount_offer,250,2042.9479110649197
100506,0.5874292463683954,8227.540795287186,email_nudge,20,241.65490444203903
100507,0.4201761535035483,17729.250657894736,discount_offer,250,1340.8935022682033
100509,0.3883333661336111,17797.805555555555,discount_offer,250,1244.066713412467
100510,0.6879234134528908,11800.207289002556,discount_offer,250,1461.1749979864176
100511,0.6530386393215912,3193.709293680297,email_nudge,20,104.28077857668508
100512,0.4494286497944209,9086.480382293765,email_nudge,20,204.186230479889
100515,0.368613138345603,11556.155795148248,email_nudge,20,212.98754274301615
100516,0.464651565127519,5099.871854304636,email_nudge,20,118.4831719526216
100517,0.6106285989144719,3941.224778761061,email_nudge,20,120.33122823309331
100518,0.5441646343352756,17859.316666666666,discount_offer,250,1749.3135342110206
100519,0.6334255157186794,5766.031257861635,email_nudge,20,182.61756615805163
100520,0.6437045761525862,10789.633641536271,discount_offer,250,1250.1605790120225
100521,0.4053957577608335,12391.458000000002,discount_offer,250,904.2200110208776
100522,0.5114188877280107,15498.297469325154,discount_offer,250,1426.7019696192203
100523,0.5181631982121924,3502.397560975609,email_nudge,20,90.74067608028518
100524,0.633676117308324,15197.890277777777,discount_offer,250,1733.4972184500264
100525,0.5131979255397835,3157.3668,email_nudge,20,81.01770459640922
100527,0.6869872413687405,2925.124209245742,email_nudge,20,100.47615055853252
100528,0.5089211321495578,3319.9072727272724,email_nudge,20,84.47854839339571
100529,0.8672540382842352,4093.79705882353,email_nudge,20,177.51810155904158
100530,0.4780547072094063,8610.967149758453,email_nudge,20,205.82566897837967
100533,0.6738160907908244,9197.254712041884,discount_offer,250,1115.5064788935993
100535,0.427919083810112,18039.707228915664,discount_offer,250,1389.516298128044
100540,0.6907285474206301,871.8132352941177,none,0,0.0
100542,0.7149965346041038,7218.069439252336,discount_offer,250,928.9610344074974
100543,0.5808469320785854,15433.496593673968,discount_offer,250,1613.609846582548
100544,0.5253019901401234,1586.7169811320755,none,0,0.0
100545,0.8102590385434633,3698.797781299525,email_nudge,20,149.84921670212242
100546,0.760131777043252,2560.6195544554457,email_nudge,20,97.3204146129959
100549,0.7049923350591757,15644.400980392156,discount_offer,250,1985.2528999983704
100550,0.3778355550859668,11088.016374589266,email_nudge,20,209.47234108476124
100552,0.5724458421749135,7286.542220279721,email_nudge,20,208.55753989155443
100553,0.6862655860443517,10758.394563552833,discount_offer,250,1328.9608710095315
100555,0.685777438572944,5822.434375000001,email_nudge,20,199.64470659732805
100556,0.5322540282489636,2694.2449652777777,email_nudge,20,71.70113679292932
100557,0.7107427411175299,7016.44292929293,discount_offer,250,897.6394584828662
100558,0.6355646516847248,4203.057125,email_nudge,20,133.56572688308128
100560,0.4030498667426084,3220.104237288135,email_nudge,20,64.89312918681458
100561,0.8020310565939927,12192.395588235291,discount_offer,250,1760.1623848879713
100564,0.4184170027321908,14753.578299120234,discount_offer,250,1111.1666420686647
100567,0.5056272157337945,24155.16029572837,discount_offer,250,2198.4311602678745
100569,0.484827868115634,15707.694415584416,discount_offer,250,1370.7950393735357
100572,0.5637790115809713,17252.327674418604,discount_offer,250,1750.7700438758563
100573,0.45581839794921,7634.555169753086,email_nudge,20,173.99853532658554
100574,0.6337092079537694,1215.1505859375,none,0,0.0
100575,0.3826301889393443,10115.754395604396,email_nudge,20,193.5296507827057
100576,0.8512819836944086,2540.5258620689656,email_nudge,20,108.13519477445082
100577,0.4958524858936748,3744.2395238095232,email_nudge,20,92.82952378311506
100578,0.4774023699155199,17775.890754257907,discount_offer,250,1527.525427219579
100581,0.4606043467312439,6939.207251908396,email_nudge,20,159.81145115489886
100587,0.5725512404841291,2209.8722222222223,email_nudge,20,63.26325410723762
100591,0.8425824638170449,3243.787087912088,email_nudge,20,136.6579058315442
100592,0.5895969636703421,7615.730868167202,email_nudge,20,224.51058980009407
100593,0.6046715818878445,7375.607142857142,email_nudge,20,222.99100192273568
100594,0.8750619927223748,2027.2114398422093,email_nudge,20,88.69678411089592
100596,0.7195594952850413,11088.89448574969,discount_offer,250,1436.2414774983222
100601,0.7685855936002004,4660.189301310043,email_nudge,20,179.08771802183418
100603,0.564798758699241,2472.577445652174,email_nudge,20,69.8254336046044
100604,0.3759393114770162,12657.600357142856,email_nudge,20,237.924478160776
100610,0.4861869940380351,9487.565334063524,email_nudge,20,230.63654352539052
100611,0.4616028464883692,7416.584118291347,email_nudge,20,171.1758170111859
100612,0.637575397642319,6229.189161849712,email_nudge,20,198.5788878427777
100614,0.3581275656336976,18429.80217391304,discount_offer,250,1188.039633777739
100615,0.4209567756205837,8238.654222972973,email_nudge,20,173.4058658577804
100618,0.4632806932574613,9100.628164556962,email_nudge,20,210.80726625771635
100619,0.6523440637885025,21586.179882154884,discount_offer,250,2534.690935079016
100620,0.3831397619889334,6544.637897042716,email_nudge,20,125.375550308835
100621,0.5396931353349749,1170.5172413793102,none,0,0.0
100625,0.3891694382515986,39314.9484375,personal_outreach,900,5355.061739409354
100626,0.4532313945762432,26847.716922234395,discount_offer,250,2190.281072733449
100632,0.7899371383395626,688.4602510460251,none,0,0.0
100633,0.5858005310629839,12645.909850746268,discount_offer,250,1333.436527141521
100634,0.5658770593372232,9524.787086614171,discount_offer,250,970.1745313295492
100635,0.7270742280568834,8818.206622516556,discount_offer,250,1154.0683391242178
100636,0.4377284626821934,12008.879791894857,discount_offer,250,946.1931281714508
100637,0.6836901037561814,7554.607142857144,discount_offer,250,929.7018254406942
100638,0.7677372923187964,7155.47532808399,discount_offer,250,988.8345456546876
100639,0.7166673645152861,3990.0936473165393,email_nudge,20,142.9784949195765
100642,0.6826259078721064,11793.536409155937,discount_offer,250,1449.1032296981064
100645,0.810409594359197,2783.158274894811,email_nudge,20,112.77490842974731
100646,0.3966943620568216,11339.961776859504,email_nudge,20,224.92494514100116
100648,0.6512717669952736,17013.472890733057,discount_offer,250,1994.4710194093025
100652,0.3505674546081974,16267.619321533924,discount_offer,250,1026.52162165535
100654,0.372291264615555,14240.764841182912,discount_offer,250,954.3082233270096
100655,0.7089462530055445,31309.974436090222,personal_outreach,900,7768.981170357942
100656,0.4314992224187737,9596.940327169272,email_nudge,20,207.05361443864564
100657,0.4716665124457304,36725.322944550666,personal_outreach,900,6062.73674709478
100659,0.661031648994704,13158.998535156252,discount_offer,250,1565.7326101463816
100660,0.5727996301445732,8723.025660792951,discount_offer,250,899.3782570038884
