customer_id,segment,churn_probability,predicted_churn,churned,customer_lifetime_value,total_orders,total_spend,average_order_value,purchase_frequency,days_since_last_purchase,return_rate,discount_usage_rate,avg_review_rating,site_visits_last_90d,customer_tenure_days,favorite_category,region,acquisition_channel,age
100010,High Risk / Low-Med Value,0.641641694100282,1,1,8590.788718510405,26.0,21488.74,826.4899999999999,0.9048723897911832,34.0,0.1153846153846153,0.3846153846153846,4.085714285714286,10.0,913,Beauty & Personal Care,North,Social Media,23
100011,High Risk / Low-Med Value,0.7632709520695573,1,1,6051.655122950819,4.0,4045.49,1011.3725,1.7391304347826089,120.0,0.25,0.75,3.1,10.0,244,Fashion,North,Paid Ads,37
100012,Watchlist (Medium Risk),0.3914144261100712,0,0,9858.82712305026,28.0,15585.05,556.6089285714286,1.5939278937381405,17.0,0.0357142857142857,0.6071428571428571,4.265,10.0,577,Books,West,Paid Ads,40
100013,Low Risk (Healthy),0.1063130681331514,0,0,28721.676850094875,34.0,41469.38,1219.6876470588234,1.9540229885057472,2.0,0.088235294117647,0.2647058823529412,4.3,27.0,527,Fashion,West,Direct,40
100014,Low Risk (Healthy),0.3277502044270307,0,0,5526.230941704036,4.0,3376.3,844.075,1.791044776119403,88.0,0.0,0.5,3.966666666666667,22.0,223,Beauty & Personal Care,West,Organic Search,41
100015,High Risk / Low-Med Value,0.6249284456499758,1,0,10117.829723127035,15.0,17020.13,1134.6753333333334,0.8754863813229572,75.0,0.0666666666666666,0.6,4.077777777777778,7.0,614,Sports & Outdoors,Central,Direct,28
100016,Watchlist (Medium Risk),0.426821058054777,0,1,4199.726934523809,9.0,3866.05,429.56111111111113,0.9507042253521126,49.0,0.0,0.4444444444444444,4.4625,21.0,336,Grocery,South,Paid Ads,25
100017,Low Risk (Healthy),0.1589348117835081,0,0,61704.31357615894,7.0,25526.99,3646.712857142857,2.07920792079208,19.0,0.0,0.4285714285714285,4.725,31.0,151,Electronics,Central,Referral,39
100018,High Risk / Low-Med Value,0.7247224832971859,1,1,13297.318796433878,17.0,24518.07,1442.239411764706,0.8306188925081434,46.0,0.1176470588235294,0.3529411764705882,3.4,10.0,673,Sports & Outdoors,South,Paid Ads,32
100019,Watchlist (Medium Risk),0.3736417603689853,0,0,4821.146551724139,1.0,1149.15,1149.15,30.0,26.0,0.0,1.0,4.037037037037037,18.0,87,Grocery,Central,Direct,44
100020,High Risk / Low-Med Value,0.7079703160443833,1,1,10062.382795698926,6.0,5127.68,854.6133333333333,1.7307692307692306,74.0,0.1666666666666666,0.5,3.65,8.0,186,Sports & Outdoors,West,Organic Search,39
100021,Low Risk (Healthy),0.195046608409716,0,0,20926.457506053262,17.0,23678.43,1392.8488235294117,1.3076923076923077,6.0,0.1176470588235294,0.5294117647058824,4.6125,19.0,413,Fashion,South,Paid Ads,49
100022,Low Risk (Healthy),0.1576134257307183,0,0,15248.856929347823,25.0,30748.38,1229.9352,1.056338028169014,26.0,0.04,0.44,4.233333333333333,27.0,736,Sports & Outdoors,South,Direct,29
100023,Watchlist (Medium Risk),0.3776822410755828,0,0,13710.597744945568,19.0,24153.19,1271.2205263157894,0.945273631840796,19.0,0.1052631578947368,0.4736842105263157,4.3100000000000005,13.0,643,Sports & Outdoors,East,Organic Search,46
100024,High Risk / Low-Med Value,0.6038662397492829,1,0,5982.671383647798,8.0,7818.450000000001,977.30625,0.7523510971786834,96.0,0.375,0.625,3.98,4.0,477,Fashion,East,Organic Search,57
100025,Watchlist (Medium Risk),0.4940382302119402,0,0,7309.327777777778,2.0,901.15,450.5750000000001,6.666666666666667,5.0,0.0,0.0,3.55,12.0,45,Grocery,South,Direct,35
100026,Watchlist (Medium Risk),0.5940703237676602,1,1,23807.82210300429,7.0,15197.87,2171.1242857142856,0.9905660377358492,5.0,0.0,0.2857142857142857,3.38,13.0,233,Fashion,South,Email,40
100027,High Risk / Low-Med Value,0.7014214951020423,1,1,7621.5052264808355,6.0,5992.799999999999,998.7999999999998,0.8256880733944955,56.0,0.0,0.5,3.5500000000000003,8.0,287,Toys & Games,Central,Organic Search,24
100028,Low Risk (Healthy),0.2846484844558363,0,0,18051.79471830986,3.0,7022.889999999999,2340.963333333333,1.125,58.0,0.0,0.0,3.95,22.0,142,Home & Kitchen,West,Social Media,44
100029,Low Risk (Healthy),0.3366045571104092,0,0,33750.333333333336,2.0,1664.4,832.2,15.0,13.0,0.0,0.0,3.9,11.0,18,Grocery,North,Organic Search,47
100030,Low Risk (Healthy),0.1943346610614141,0,0,7870.427093023256,16.0,9272.01,579.500625,1.2244897959183674,3.0,0.0,0.4375,3.914285714285714,33.0,430,Books,West,Organic Search,29
100031,High Risk / Low-Med Value,0.7810679830413353,1,1,10307.749772036474,15.0,18582.19,1238.8126666666665,0.982532751091703,186.0,0.0666666666666666,0.2,3.9,8.0,658,Beauty & Personal Care,North,Social Media,41
100032,High Risk / Low-Med Value,0.6771736788272363,1,1,4629.229135338345,5.0,3373.63,674.726,0.75,6.0,0.2,1.0,3.4333333333333336,6.0,266,Beauty & Personal Care,East,Organic Search,38
100033,Watchlist (Medium Risk),0.4758043421142535,0,0,7084.094238683128,10.0,14148.78,1414.8780000000002,0.6160164271047227,74.0,0.0,0.2,4.8,15.0,729,Fashion,North,Paid Ads,39
100035,Low Risk (Healthy),0.2773950336465808,0,0,10180.375378787878,3.0,3681.67,1227.2233333333334,1.0843373493975903,7.0,0.3333333333333333,0.3333333333333333,4.5,18.0,132,Fashion,North,Direct,40
100036,Low Risk (Healthy),0.2817128907517162,0,0,13277.350710900471,11.0,15350.8,1395.5272727272727,0.9065934065934066,32.0,0.0,0.1818181818181818,4.233333333333333,24.0,422,Home & Kitchen,South,Social Media,33
100037,High Risk / High Value,0.7478541107877723,1,1,17803.299591836734,6.0,11950.16,1991.6933333333327,1.40625,114.0,0.1666666666666666,0.3333333333333333,3.1,10.0,245,Electronics,North,Organic Search,44
100038,Low Risk (Healthy),0.3364735626051875,0,0,8030.029483037157,17.0,13618.05,801.0617647058823,1.00196463654224,103.0,0.1176470588235294,0.4117647058823529,4.285714285714286,27.0,619,Books,North,Direct,47
100039,High Risk / Low-Med Value,0.6922843859471434,1,1,2077.9081651376146,6.0,3102.63,517.105,0.3789473684210526,37.0,0.1666666666666666,0.3333333333333333,4.233333333333333,8.0,545,Beauty & Personal Care,North,Email,28
100040,Watchlist (Medium Risk),0.3534318596113867,0,0,9541.392557251907,7.0,6848.889999999999,978.4128571428572,1.3725490196078431,42.0,0.0,0.5714285714285714,3.8333333333333335,18.0,262,Fashion,East,Organic Search,34
100041,Watchlist (Medium Risk),0.3995734508144323,0,1,54782.36626506024,6.0,12457.36,2076.226666666667,6.206896551724138,12.0,0.0,0.1666666666666666,3.9,21.0,83,Sports & Outdoors,Central,Direct,18
100042,High Risk / Low-Med Value,0.66020600044328,1,0,1847.336752136752,3.0,1184.32,394.7733333333333,0.8737864077669903,55.0,0.0,0.3333333333333333,3.3,10.0,234,Books,South,Organic Search,41
100043,High Risk / Low-Med Value,0.838685992791961,1,1,4337.738918918919,5.0,6595.74,1319.148,0.4213483146067415,112.0,0.0,0.6,3.1,10.0,555,Beauty & Personal Care,West,Paid Ads,48
100044,High Risk / Low-Med Value,0.6499350538481871,1,0,7506.118995290423,10.0,13099.72,1309.972,0.6550218340611353,19.0,0.0,0.6,3.64,8.0,637,Sports & Outdoors,East,Paid Ads,32
100045,Low Risk (Healthy),0.3313654700196013,0,1,5820.548170731707,5.0,3922.89,784.578,0.6756756756756757,13.0,0.0,0.2,3.7,21.0,246,Beauty & Personal Care,South,Organic Search,36
100046,Low Risk (Healthy),0.2683076504538777,0,0,68568.68529411765,1.0,3193.61,3193.61,30.0,8.0,0.0,0.0,4.037037037037037,7.0,17,Electronics,North,Referral,32
100048,High Risk / Low-Med Value,0.8184632207586487,1,1,7781.764971209213,9.0,11107.67,1234.1855555555555,0.6206896551724138,76.0,0.2222222222222222,0.3333333333333333,3.5285714285714285,10.0,521,Fashion,North,Direct,37
100049,High Risk / Low-Med Value,0.6853822887751604,1,1,2475.294186046512,3.0,1749.66,583.22,1.4285714285714286,36.0,0.0,0.3333333333333333,3.4000000000000004,13.0,258,Sports & Outdoors,East,Organic Search,26
100050,Low Risk (Healthy),0.1927339811856124,0,0,12112.552651515152,15.0,8760.86,584.0573333333334,2.008928571428571,34.0,0.0,0.3333333333333333,4.8,25.0,264,Books,North,Organic Search,32
100051,Low Risk (Healthy),0.2824152010746442,0,1,12627.896511627909,4.0,4463.01,1115.7525,1.6666666666666667,4.0,0.0,0.75,4.133333333333334,29.0,129,Beauty & Personal Care,West,Paid Ads,25
100052,Low Risk (Healthy),0.2625857527397435,0,0,29797.15158730159,7.0,10286.14,1469.4485714285713,2.8,34.0,0.0,0.1428571428571428,3.7,31.0,126,Beauty & Personal Care,Central,Organic Search,41
100053,Watchlist (Medium Risk),0.367808222166019,0,0,8181.528155339806,19.0,16161.32,850.5957894736842,0.8213256484149856,16.0,0.2105263157894736,0.7894736842105263,3.78,21.0,721,Fashion,South,Direct,37
100054,High Risk / Low-Med Value,0.7476786455951782,1,1,7326.850652985075,8.0,10759.43,1344.92875,0.5517241379310345,7.0,0.0,0.25,3.414285714285714,7.0,536,Books,South,Referral,30
100055,High Risk / High Value,0.6849641391434566,1,1,14852.319801980197,6.0,8219.64,1369.9399999999998,1.836734693877551,88.0,0.0,0.6666666666666666,3.675,11.0,202,Sports & Outdoors,East,Email,35
100056,Low Risk (Healthy),0.1649503552483446,0,0,20095.74156171285,15.0,21857.56,1457.1706666666666,1.351351351351351,17.0,0.0,0.5333333333333333,4.26,32.0,397,Home & Kitchen,East,Referral,32
100057,Watchlist (Medium Risk),0.502887583558856,1,0,4086.559210526316,7.0,5105.4,729.342857142857,0.6422018348623852,20.0,0.0,0.5714285714285714,3.78,12.0,456,Books,South,Organic Search,47
100058,Low Risk (Healthy),0.1417318009594629,0,0,15131.564731653889,40.0,37849.64,946.241,1.3318534961154271,2.0,0.05,0.25,3.963636363636364,32.0,913,Toys & Games,South,Organic Search,30
100059,Low Risk (Healthy),0.2444312636008172,0,0,8726.628571428573,2.0,2677.76,1338.88,2.3076923076923075,4.0,0.5,0.5,4.6,23.0,112,Sports & Outdoors,North,Paid Ads,41
100060,High Risk / Low-Med Value,0.7462869509255932,1,1,7425.419179600887,3.0,9174.97,3058.3233333333333,0.3673469387755102,25.0,0.0,0.3333333333333333,3.1,8.0,451,Electronics,South,Email,27
100061,High Risk / Low-Med Value,0.8276028014255352,1,0,4084.034818941504,9.0,8033.799999999999,892.6444444444444,1.0305343511450382,450.0,0.0,0.5555555555555556,3.75,9.0,718,Fashion,East,Paid Ads,43
100062,High Risk / Low-Med Value,0.8159678959196479,1,1,8192.89874041621,13.0,20493.47,1576.420769230769,0.5752212389380531,197.0,0.0769230769230769,0.5384615384615384,3.35,11.0,913,Grocery,West,Organic Search,46
100063,Low Risk (Healthy),0.2634908317503173,0,0,30076.43723958333,10.0,15821.03,1582.103,1.863354037267081,27.0,0.0,0.4,4.04,29.0,192,Sports & Outdoors,West,Referral,46
100064,High Risk / Low-Med Value,0.7018222819316061,1,1,6227.243529411765,3.0,4350.54,1450.18,0.8999999999999999,81.0,0.0,0.6666666666666666,2.8,10.0,255,Fashion,East,Organic Search,51
100065,Watchlist (Medium Risk),0.5203303203039333,1,0,13703.39478330658,12.0,23389.63,1949.1358333333333,0.6779661016949153,58.0,0.0833333333333333,0.1666666666666666,3.616666666666666,16.0,623,Home & Kitchen,West,Social Media,38
100067,High Risk / Low-Med Value,0.8480693166633935,1,1,1814.6345995893223,2.0,2421.17,1210.585,7.5,472.0,0.0,0.5,4.2,8.0,487,Beauty & Personal Care,South,Social Media,52
100068,High Risk / High Value,0.6677858667034543,1,0,16712.79430449069,14.0,41804.88,2986.062857142857,0.8123791102514506,377.0,0.1428571428571428,0.6428571428571429,3.8125,8.0,913,Electronics,South,Paid Ads,22
100069,Watchlist (Medium Risk),0.4103747564199232,0,0,9927.35588235294,11.0,14333.47,1303.0427272727272,0.7819905213270142,16.0,0.0909090909090909,0.1818181818181818,4.190909090909091,18.0,527,Fashion,East,Direct,28
100072,Watchlist (Medium Risk),0.369345931282219,0,0,16031.887626262627,6.0,8696.75,1449.4583333333333,1.1842105263157896,37.0,0.0,0.5,4.3,15.0,198,Fashion,North,Email,18
100073,High Risk / Low-Med Value,0.8685122904952496,1,1,1007.291109785203,4.0,2312.63,578.1575,0.1846153846153846,109.0,0.0,0.75,2.566666666666667,5.0,838,Grocery,North,Email,18
100074,Low Risk (Healthy),0.252285712553333,0,0,15898.481832298135,13.0,14025.51,1078.8853846153847,1.6049382716049383,18.0,0.2307692307692307,0.3076923076923077,4.2,24.0,322,Fashion,East,Referral,22
100075,Low Risk (Healthy),0.3173050708237273,0,0,141829.20263157893,4.0,7382.889999999999,1845.7225,10.0,5.0,0.25,0.75,4.55,11.0,19,Electronics,North,Direct,18
100076,Watchlist (Medium Risk),0.4331928596495465,0,1,21349.43605633803,8.0,20764.52,2595.565,1.0344827586206895,27.0,0.0,0.375,3.9166666666666665,11.0,355,Electronics,North,Email,37
100077,Watchlist (Medium Risk),0.5055061874704672,1,0,15439.744497607657,6.0,17681.68,2946.9466666666667,0.5844155844155844,11.0,0.0,0.1666666666666666,3.966666666666667,14.0,418,Electronics,South,Organic Search,23
100078,High Risk / Low-Med Value,0.618816614539089,1,0,4711.08407079646,4.0,2917.0,729.25,1.9047619047619049,55.0,0.0,0.5,3.6,10.0,226,Beauty & Personal Care,North,Paid Ads,18
100079,Watchlist (Medium Risk),0.4081530571714726,0,0,15377.74674796748,4.0,5182.09,1295.5225,1.935483870967741,45.0,0.0,0.75,3.766666666666667,7.0,123,Beauty & Personal Care,South,Paid Ads,34
100080,High Risk / Low-Med Value,0.6571874027504332,1,1,3944.3587075575024,10.0,9866.3,986.63,0.340522133938706,2.0,0.0,0.6,3.85,11.0,913,Fashion,East,Social Media,35
100081,Watchlist (Medium Risk),0.5849819722011381,1,0,7393.5870138888895,12.0,14584.61,1215.3841666666667,0.7228915662650601,49.0,0.0833333333333333,0.3333333333333333,3.772727272727273,8.0,720,Toys & Games,South,Direct,18
100082,High Risk / Low-Med Value,0.707813795397216,1,0,8416.900000000001,16.0,17687.02,1105.43875,0.7830342577487766,154.0,0.0625,0.8125,3.5625,14.0,767,Home & Kitchen,Central,Social Media,27
100083,Low Risk (Healthy),0.2824881930045716,0,0,14675.153726708077,12.0,12946.3,1078.8583333333331,1.1428571428571428,3.0,0.1666666666666666,0.5,3.828571428571428,20.0,322,Sports & Outdoors,North,Paid Ads,34
100084,Low Risk (Healthy),0.3390619176580668,0,0,5223.130585106383,4.0,2690.27,672.5675,0.8759124087591241,37.0,0.0,0.0,4.037037037037037,17.0,188,Beauty & Personal Care,West,Direct,31
100085,Low Risk (Healthy),0.2535159387298755,0,0,14391.45717299578,7.0,9344.59,1334.9414285714286,1.0552763819095476,34.0,0.0,0.1428571428571428,4.475,25.0,237,Fashion,East,Referral,31
100086,Low Risk (Healthy),0.3271917557212721,0,0,32950.27071428571,2.0,6319.23,3159.615,1.3333333333333333,16.0,0.0,0.0,4.037037037037037,13.0,70,Electronics,West,Organic Search,47
100087,High Risk / Low-Med Value,0.7397112539297194,1,0,4754.20295728368,12.0,11892.02,991.0016666666668,0.4597701149425287,95.0,0.25,0.25,3.1625,5.0,913,Fashion,West,Direct,58
100088,High Risk / Low-Med Value,0.755843859670237,1,1,1131.7076347305388,3.0,1035.59,345.19666666666666,3.913043478260869,252.0,0.0,0.3333333333333333,3.8,13.0,334,Books,North,Paid Ads,31
100089,High Risk / Low-Med Value,0.7969234202813225,1,1,5982.082146768893,15.0,14963.4,997.56,0.5921052631578948,135.0,0.2,0.9333333333333332,3.616666666666666,9.0,913,Sports & Outdoors,West,Social Media,20
100090,Low Risk (Healthy),0.2606432846721002,0,0,19682.36847389558,12.0,13427.15,1118.9291666666666,1.475409836065574,2.0,0.1666666666666666,0.4166666666666667,3.9,23.0,249,Fashion,South,Paid Ads,32
100091,High Risk / Low-Med Value,0.6664164097381279,1,1,11446.906754221389,16.0,16715.62,1044.72625,0.979591836734694,36.0,0.0625,0.5,3.4125,13.0,533,Toys & Games,West,Direct,37
100092,High Risk / Low-Med Value,0.7148083665673939,1,0,5032.815446224256,7.0,6025.59,860.7985714285714,1.75,119.0,0.1428571428571428,0.4285714285714285,3.1,9.0,437,Grocery,South,Organic Search,34
100094,High Risk / Low-Med Value,0.6973077239115161,1,1,6918.529025191676,17.0,17305.8,1017.9882352941175,0.6327543424317618,34.0,0.1176470588235294,0.2941176470588235,3.466666666666667,10.0,913,Fashion,West,Referral,59
100095,Low Risk (Healthy),0.2789009106055954,0,0,9625.149416342412,8.0,6777.16,847.145,1.2765957446808511,68.0,0.0,0.75,4.4,25.0,257,Toys & Games,Central,Direct,18
100096,Low Risk (Healthy),0.2276726489501467,0,0,7438.888144329897,3.0,1976.91,658.9699999999999,1.0227272727272727,5.0,0.3333333333333333,0.3333333333333333,4.037037037037037,28.0,97,Toys & Games,Central,Organic Search,29
100097,Watchlist (Medium Risk),0.3620436274971224,0,0,9928.390031897929,15.0,17055.07,1137.0046666666667,0.7826086956521738,15.0,0.0666666666666666,0.4,3.91,23.0,627,Home & Kitchen,West,Organic Search,51
100098,Watchlist (Medium Risk),0.3557586114262702,0,0,10757.337061994607,12.0,10934.17,911.1808333333332,1.180327868852459,43.0,0.0,0.3333333333333333,4.016666666666667,18.0,371,Grocery,East,Direct,29
100099,Low Risk (Healthy),0.3278331441482652,0,0,11700.354637096774,19.0,15899.66,836.8242105263158,1.1801242236024845,11.0,0.1052631578947368,0.3157894736842105,3.9444444444444446,18.0,496,Toys & Games,East,Email,43
100100,Watchlist (Medium Risk),0.5146903530036059,1,1,7825.880074257425,10.0,8662.07,866.207,0.8450704225352113,46.0,0.0,0.4,3.88,16.0,404,Grocery,Central,Paid Ads,41
100102,Low Risk (Healthy),0.227359198406803,0,0,21109.73775510204,4.0,8501.73,2125.4325,0.9917355371900828,24.0,0.0,0.5,4.65,22.0,147,Home & Kitchen,Central,Paid Ads,56
100103,Low Risk (Healthy),0.3250600361470226,0,0,12335.878928571428,6.0,4731.57,788.5949999999999,2.25,53.0,0.0,0.5,4.15,14.0,140,Beauty & Personal Care,West,Referral,38
100104,Watchlist (Medium Risk),0.5043816061079811,1,1,13905.393939393938,19.0,28915.6,1521.8736842105263,0.8309037900874635,20.0,0.1052631578947368,0.4210526315789473,4.033333333333333,13.0,759,Sports & Outdoors,West,Social Media,18
100105,Watchlist (Medium Risk),0.5840625228501207,1,1,9668.926240208875,9.0,10145.75,1127.3055555555557,1.0799999999999998,108.0,0.1111111111111111,0.4444444444444444,4.5,15.0,383,Fashion,East,Email,27
100106,Low Risk (Healthy),0.2350415906199048,0,0,10236.6146953405,19.0,15649.4,823.6526315789473,1.1264822134387351,51.0,0.0,0.2631578947368421,4.046666666666667,25.0,558,Books,Central,Organic Search,59
100107,Watchlist (Medium Risk),0.5340562306857974,1,0,6760.403860294118,7.0,5037.89,719.6985714285714,1.5328467153284673,123.0,0.0,0.2857142857142857,4.7,11.0,272,Beauty & Personal Care,West,Email,19
100108,High Risk / Low-Med Value,0.8529115020637719,1,1,1997.368103448276,4.0,3173.9,793.475,0.4081632653061224,211.0,0.25,0.5,4.8,7.0,580,Beauty & Personal Care,North,Organic Search,40
100109,Watchlist (Medium Risk),0.4686920347513869,0,0,8786.623529411765,10.0,7775.56,777.556,1.2,72.0,0.0,0.3,4.3,13.0,323,Grocery,West,Direct,18
100110,High Risk / Low-Med Value,0.6955542501287804,1,1,9783.909602649006,10.0,8095.18,809.518,1.3824884792626728,51.0,0.1,0.4,3.283333333333333,14.0,302,Toys & Games,West,Organic Search,20
100111,Low Risk (Healthy),0.2159347995521728,0,0,9665.678275862068,14.0,11519.37,822.8121428571428,1.065989847715736,19.0,0.0714285714285714,0.5,4.3,23.0,435,Fashion,Central,Organic Search,44
100112,Low Risk (Healthy),0.2039142081563063,0,0,23361.87017326733,18.0,25858.07,1436.5594444444444,1.5254237288135593,16.0,0.1111111111111111,0.6666666666666666,4.344444444444445,17.0,404,Sports & Outdoors,Central,Organic Search,35
100113,Low Risk (Healthy),0.2319516985893558,0,0,13908.782749178532,37.0,34791.01,940.2975675675676,1.240223463687151,18.0,0.081081081081081,0.4324324324324324,4.004545454545455,27.0,913,Beauty & Personal Care,Central,Organic Search,30
100114,Low Risk (Healthy),0.2312729817969906,0,0,31124.078620689656,8.0,12364.36,1545.545,2.0338983050847457,1.0,0.125,0.625,4.1000000000000005,29.0,145,Fashion,North,Paid Ads,26
100115,Watchlist (Medium Risk),0.3743143191996284,0,0,15749.91590909091,3.0,1898.62,632.8733333333333,5.625,24.0,0.0,0.0,4.037037037037037,10.0,44,Books,West,Referral,18
100116,High Risk / Low-Med Value,0.7066004617735545,1,1,6498.690368852459,7.0,8688.66,1241.2371428571428,0.6382978723404256,84.0,0.1428571428571428,0.5714285714285714,2.0,16.0,488,Books,Central,Direct,42
100117,Low Risk (Healthy),0.2555709094731687,0,0,13376.844444444445,7.0,6266.96,895.28,1.3725490196078431,1.0,0.0,0.2857142857142857,3.9333333333333336,20.0,171,Grocery,Central,Social Media,31
100119,Watchlist (Medium Risk),0.4632522202458751,0,0,4134.998095238096,3.0,1189.52,396.50666666666666,3.6,38.0,0.0,1.0,4.066666666666666,14.0,105,Grocery,Central,Paid Ads,35
100120,Low Risk (Healthy),0.0989856012339157,0,0,23608.763691128148,46.0,59054.25,1283.7880434782608,1.6140350877192982,53.0,0.0434782608695652,0.3260869565217391,4.523076923076923,33.0,913,Fashion,Central,Email,41
100121,Low Risk (Healthy),0.2629963692684195,0,0,21438.926785714284,4.0,8223.15,2055.7875,5.714285714285714,17.0,0.0,0.75,4.65,17.0,140,Home & Kitchen,North,Organic Search,32
100122,Low Risk (Healthy),0.3047220342640963,0,0,25002.135,1.0,684.99,684.99,30.0,7.0,0.0,1.0,4.5,8.0,10,Beauty & Personal Care,Central,Paid Ads,36
100123,Watchlist (Medium Risk),0.5379186666993653,1,0,4661.385815991238,15.0,11659.85,777.3233333333334,0.5300353356890459,61.0,0.0,0.6,3.942857142857143,13.0,913,Beauty & Personal Care,West,Organic Search,35
100124,Watchlist (Medium Risk),0.5339694127420761,1,1,54387.43333333334,4.0,14751.660000000002,3687.915,2.0689655172413794,32.0,0.5,0.5,4.5,11.0,99,Electronics,East,Organic Search,27
100125,Low Risk (Healthy),0.3282184284673174,0,0,15992.912760131438,28.0,40004.19,1428.7210714285716,0.9491525423728814,28.0,0.0357142857142857,0.2857142857142857,3.778571428571429,18.0,913,Fashion,North,Social Media,35
100126,Low Risk (Healthy),0.2654603867797889,0,1,32724.94904214559,17.0,23400.58,1376.504705882353,2.064777327935223,0.0,0.1176470588235294,0.3529411764705882,4.136363636363637,28.0,261,Fashion,Central,Organic Search,43
100127,Low Risk (Healthy),0.1195533021627167,0,0,30610.447152245342,46.0,76568.05,1664.522826086957,1.5164835164835166,1.0,0.0652173913043478,0.0869565217391304,4.168,26.0,913,Toys & Games,South,Organic Search,46
100128,High Risk / Low-Med Value,0.6047743214429324,1,0,9353.10033783784,6.0,7584.98,1264.1633333333334,0.8181818181818182,73.0,0.1666666666666666,0.1666666666666666,4.225,6.0,296,Toys & Games,East,Email,43
100129,Low Risk (Healthy),0.2659328679643467,0,0,33842.88171641791,26.0,49698.04,1911.4630769230769,1.5950920245398772,12.0,0.1153846153846153,0.3461538461538461,3.933333333333333,18.0,536,Home & Kitchen,South,Organic Search,27
100130,Watchlist (Medium Risk),0.552254881512915,1,1,6795.0685410334345,7.0,6124.87,874.9814285714285,0.963302752293578,89.0,0.1428571428571428,0.1428571428571428,4.0,12.0,329,Sports & Outdoors,Central,Social Media,41
100131,Low Risk (Healthy),0.2654347120979009,0,0,10547.054697986578,8.0,8611.02,1076.3775,0.9448818897637796,24.0,0.0,0.625,3.9,26.0,298,Beauty & Personal Care,East,Paid Ads,40
100132,High Risk / Low-Med Value,0.6208110282528506,1,1,11667.433114035088,11.0,14576.3,1325.1181818181817,0.7971014492753623,31.0,0.0,0.2727272727272727,2.6,16.0,456,Home & Kitchen,North,Direct,27
100133,High Risk / Low-Med Value,0.8142136887656508,1,1,7062.988475499092,9.0,10662.21,1184.6899999999998,0.903010033444816,239.0,0.0,0.4444444444444444,4.65,8.0,551,Sports & Outdoors,North,Referral,29
100134,Watchlist (Medium Risk),0.3782224635040201,0,1,8500.251639344264,12.0,9944.13,828.6775000000001,0.9549071618037136,8.0,0.0833333333333333,0.5833333333333334,4.029999999999999,22.0,427,Toys & Games,Central,Organic Search,42
100135,High Risk / Low-Med Value,0.7976277205144849,1,1,7124.510613810741,7.0,7632.01,1090.287142857143,1.3548387096774193,145.0,0.1428571428571428,0.5714285714285714,3.65,7.0,391,Fashion,South,Direct,50
100136,Low Risk (Healthy),0.1883138126543818,0,0,12887.453757225434,8.0,6108.3,763.5375,1.4201183431952662,3.0,0.125,0.375,4.1,32.0,173,Fashion,West,Paid Ads,18
100137,Low Risk (Healthy),0.2887860789466911,0,1,18469.26759530792,19.0,17254.850000000002,908.15,1.7117117117117118,8.0,0.1052631578947368,0.3157894736842105,4.266666666666667,21.0,341,Toys & Games,North,Paid Ads,53
