customer_id,total_orders,total_spend,average_order_value,first_purchase,last_purchase,total_returns,avg_discount_pct,discount_orders,distinct_categories,days_since_last_purchase,customer_span_days,purchase_frequency,return_rate,discount_usage_rate,favorite_category,avg_review_rating,n_reviews,site_visits_last_90d,avg_pages_per_visit,signup_date,region,acquisition_channel,age,primary_category,customer_tenure_days,customer_lifetime_value,will_purchase_next_60d,churned,churn_probability,predicted_churn,is_test_set,value_none,value_email_nudge,value_discount_offer,value_personal_outreach,assigned_action,assigned_cost,expected_value_saved
100016,9.0,3866.05,429.56111111111113,2024-08-03,2025-05-14,0.0,7.777777777777778,4.0,2.0,49.0,284.0,0.9507042253521126,0.0,0.4444444444444444,Grocery,4.4625,8.0,21.0,6.333333333333333,2024-07-31,South,Paid Ads,25,Grocery,336,4199.726934523809,0,1,0.426821058054777,0,0,0.0,89.62659468672987,322.6557408722275,627.386162807109,email_nudge,20,89.62659468672987
100018,17.0,24518.07,1442.239411764706,2023-09-11,2025-05-17,2.0,6.176470588235294,6.0,5.0,46.0,614.0,0.8306188925081434,0.1176470588235294,0.3529411764705882,Sports & Outdoors,3.4,11.0,10.0,5.666666666666667,2023-08-29,South,Paid Ads,32,Sports & Outdoors,673,13297.318796433878,0,1,0.7247224832971859,1,1,0.0,481.8432949672953,1734.6358618822633,3372.903064771068,discount_offer,250,1734.6358618822633
100019,1.0,1149.15,1149.15,2025-06-06,2025-06-06,0.0,10.0,1.0,1.0,26.0,1.0,30.0,0.0,1.0,Grocery,4.037037037037037,0.0,18.0,4.0,2025-04-06,Central,Direct,44,Grocery,87,4821.146551724139,1,0,0.3736417603689853,0,0,0.0,90.06908422915352,324.24870322495264,630.4835896040746,email_nudge,20,90.06908422915352
100020,6.0,5127.68,854.6133333333333,2025-01-05,2025-04-19,1.0,7.5,3.0,2.0,74.0,104.0,1.7307692307692306,0.1666666666666666,0.5,Sports & Outdoors,3.65,4.0,8.0,6.666666666666667,2024-12-28,West,Organic Search,39,Sports & Outdoors,186,10062.382795698926,0,1,0.7079703160443833,1,0,0.0,356.1934164015267,1282.2962990454962,2493.353914810687,discount_offer,250,1282.2962990454962
100023,19.0,24153.19,1271.2205263157894,2023-10-19,2025-06-13,2.0,5.2631578947368425,9.0,4.0,19.0,603.0,0.945273631840796,0.1052631578947368,0.4736842105263157,Sports & Outdoors,4.3100000000000005,10.0,13.0,6.333333333333333,2023-09-28,East,Organic Search,46,Sports & Outdoors,643,13710.597744945568,1,0,0.3776822410755828,0,0,0.0,258.91246413984373,932.0848709034371,1812.3872489789055,discount_offer,250,932.0848709034371
100024,8.0,7818.450000000001,977.30625,2024-05-13,2025-03-28,3.0,11.25,5.0,3.0,96.0,319.0,0.7523510971786834,0.375,0.625,Fashion,3.98,5.0,4.0,7.333333333333333,2024-03-12,East,Organic Search,57,Fashion,477,5982.671383647798,1,0,0.6038662397492829,1,0,0.0,180.63666360495176,650.2919889778263,1264.4566452346623,email_nudge,20,180.63666360495176
100025,2.0,901.15,450.5750000000001,2025-06-18,2025-06-27,0.0,0.0,0.0,1.0,5.0,9.0,6.666666666666667,0.0,0.0,Grocery,3.55,2.0,12.0,7.5,2025-05-18,South,Direct,35,Grocery,45,7309.327777777778,1,0,0.4940382302119402,0,1,0.0,180.55436796861537,649.9957246870152,1263.8805757803075,email_nudge,20,180.55436796861537
100026,7.0,15197.87,2171.1242857142856,2024-11-27,2025-06-27,0.0,5.0,2.0,4.0,5.0,212.0,0.9905660377358492,0.0,0.2857142857142857,Fashion,3.38,5.0,13.0,6.333333333333333,2024-11-11,South,Email,40,Fashion,233,23807.82210300429,0,1,0.5940703237676602,1,0,0.0,707.1760292467309,2545.833705288231,4950.2322047271155,discount_offer,250,2545.833705288231
100027,6.0,5992.799999999999,998.7999999999998,2024-10-01,2025-05-07,0.0,5.833333333333333,3.0,4.0,56.0,218.0,0.8256880733944955,0.0,0.5,Toys & Games,3.5500000000000003,6.0,8.0,6.666666666666667,2024-09-18,Central,Organic Search,24,Toys & Games,287,7621.5052264808355,0,1,0.7014214951020423,1,1,0.0,267.2943795443109,962.2597663595191,1871.060656810176,discount_offer,250,962.2597663595191
100031,15.0,18582.19,1238.8126666666665,2023-09-27,2024-12-28,1.0,3.333333333333333,3.0,5.0,186.0,458.0,0.982532751091703,0.0666666666666666,0.2,Beauty & Personal Care,3.9,6.0,8.0,6.0,2023-09-13,North,Social Media,41,Beauty & Personal Care,658,10307.749772036474,0,1,0.7810679830413353,1,0,0.0,402.5526662069656,1449.1895983450763,2817.868663448759,discount_offer,250,1449.1895983450763
100032,5.0,3373.63,674.726,2024-12-08,2025-06-26,1.0,16.0,5.0,4.0,6.0,200.0,0.75,0.2,1.0,Beauty & Personal Care,3.4333333333333336,3.0,6.0,4.666666666666667,2024-10-09,East,Organic Search,38,Sports & Outdoors,266,4629.229135338345,0,1,0.6771736788272363,1,1,0.0,156.73960618556467,564.2625822680328,1097.1772432989526,email_nudge,20,156.73960618556467
100033,10.0,14148.78,1414.8780000000002,2023-12-19,2025-04-19,0.0,1.5,2.0,4.0,74.0,487.0,0.6160164271047227,0.0,0.2,Fashion,4.8,4.0,15.0,4.333333333333333,2023-07-04,North,Paid Ads,39,Fashion,729,7084.094238683128,1,0,0.4758043421142535,0,0,0.0,168.5321399356,606.7157037681599,1179.7249795491996,email_nudge,20,168.5321399356
100037,6.0,11950.16,1991.6933333333327,2024-11-02,2025-03-10,1.0,4.166666666666667,2.0,3.0,114.0,128.0,1.40625,0.1666666666666666,0.3333333333333333,Electronics,3.1,4.0,10.0,7.333333333333333,2024-10-30,North,Organic Search,44,Electronics,245,17803.299591836734,0,1,0.7478541107877723,1,0,0.0,665.7135392670685,2396.5687413614464,4659.994774869479,discount_offer,250,2396.5687413614464
100039,6.0,3102.63,517.105,2024-02-06,2025-05-26,1.0,5.0,2.0,2.0,37.0,475.0,0.3789473684210526,0.1666666666666666,0.3333333333333333,Beauty & Personal Care,4.233333333333333,6.0,8.0,4.333333333333333,2024-01-04,North,Email,28,Beauty & Personal Care,545,2077.9081651376146,0,1,0.6922843859471434,1,1,0.0,71.92516890784245,258.9306080682328,503.47618235489705,email_nudge,20,71.92516890784245
100040,7.0,6848.889999999999,978.4128571428572,2024-12-19,2025-05-21,0.0,5.0,4.0,4.0,42.0,153.0,1.3725490196078431,0.0,0.5714285714285714,Fashion,3.8333333333333335,3.0,18.0,5.333333333333333,2024-10-13,East,Organic Search,34,Fashion,262,9541.392557251907,1,0,0.3534318596113867,0,0,0.0,168.6116057395893,607.0017806625215,1180.281240177125,email_nudge,20,168.6116057395893
100041,6.0,12457.36,2076.226666666667,2025-05-22,2025-06-20,0.0,2.5,1.0,3.0,12.0,29.0,6.206896551724138,0.0,0.1666666666666666,Sports & Outdoors,3.9,1.0,21.0,5.666666666666667,2025-04-10,Central,Direct,18,Sports & Outdoors,83,54782.36626506024,0,1,0.3995734508144323,0,0,0.0,1094.4789566155132,3940.1242438158474,7661.3526963085915,personal_outreach,900,7661.3526963085915
100042,3.0,1184.32,394.7733333333333,2025-01-25,2025-05-08,0.0,3.333333333333333,1.0,1.0,55.0,103.0,0.8737864077669903,0.0,0.3333333333333333,Books,3.3,2.0,10.0,6.0,2024-11-10,South,Organic Search,41,Books,234,1847.336752136752,1,0,0.66020600044328,1,0,0.0,60.98114043000421,219.53210554801512,426.8679830100294,email_nudge,20,60.98114043000421
100043,5.0,6595.74,1319.148,2024-03-21,2025-03-12,0.0,15.0,3.0,2.0,112.0,356.0,0.4213483146067415,0.0,0.6,Beauty & Personal Care,3.1,3.0,10.0,4.666666666666667,2023-12-25,West,Paid Ads,48,Beauty & Personal Care,555,4337.738918918919,0,1,0.838685992791961,1,0,0.0,181.90004358429206,654.8401569034513,1273.3003050900443,email_nudge,20,181.90004358429206
100044,10.0,13099.72,1309.972,2024-03-12,2025-06-13,0.0,8.5,6.0,2.0,19.0,458.0,0.6550218340611353,0.0,0.6,Sports & Outdoors,3.64,5.0,8.0,5.333333333333333,2023-10-04,East,Paid Ads,32,Sports & Outdoors,637,7506.118995290423,1,0,0.6499350538481871,1,0,0.0,243.92449266974907,878.1281736110966,1707.4714486882433,email_nudge,20,243.92449266974907
100048,9.0,11107.67,1234.1855555555555,2024-02-07,2025-04-17,2.0,3.333333333333333,3.0,2.0,76.0,435.0,0.6206896551724138,0.2222222222222222,0.3333333333333333,Fashion,3.5285714285714285,7.0,10.0,5.333333333333333,2024-01-28,North,Direct,37,Fashion,521,7781.764971209213,0,1,0.8184632207586487,1,0,0.0,318.4544210761363,1146.4359158740906,2229.180947532954,discount_offer,250,1146.4359158740906
100049,3.0,1749.66,583.22,2025-03-25,2025-05-27,0.0,10.0,1.0,2.0,36.0,63.0,1.4285714285714286,0.0,0.3333333333333333,Sports & Outdoors,3.4000000000000004,2.0,13.0,5.0,2024-10-17,East,Organic Search,26,Sports & Outdoors,258,2475.294186046512,0,1,0.6853822887751604,1,1,0.0,84.82613973122031,305.3741030323931,593.7829781185421,email_nudge,20,84.82613973122031
100053,19.0,16161.32,850.5957894736842,2023-07-23,2025-06-16,4.0,11.052631578947368,15.0,5.0,16.0,694.0,0.8213256484149856,0.2105263157894736,0.7894736842105263,Fashion,3.78,10.0,21.0,3.333333333333333,2023-07-12,South,Direct,37,Fashion,721,8181.528155339806,1,0,0.367808222166019,0,0,0.0,150.46166627083815,541.6619985750174,1053.2316638958669,email_nudge,20,150.46166627083815
100054,8.0,10759.43,1344.92875,2024-04-16,2025-06-25,0.0,3.75,2.0,3.0,7.0,435.0,0.5517241379310345,0.0,0.25,Books,3.414285714285714,7.0,7.0,6.666666666666667,2024-01-13,South,Referral,30,Books,536,7326.850652985075,0,1,0.7476786455951782,1,0,0.0,273.9064886351014,986.0633590863649,1917.3454204457096,discount_offer,250,986.0633590863649
100055,6.0,8219.64,1369.9399999999998,2024-12-28,2025-04-05,0.0,8.333333333333334,4.0,1.0,88.0,98.0,1.836734693877551,0.0,0.6666666666666666,Sports & Outdoors,3.675,4.0,11.0,5.666666666666667,2024-12-12,East,Email,35,Sports & Outdoors,202,14852.319801980197,0,1,0.6849641391434566,1,0,0.0,508.66532237233395,1831.195160540402,3560.6572566063373,discount_offer,250,1831.195160540402
100057,7.0,5105.4,729.342857142857,2024-07-20,2025-06-12,0.0,7.857142857142857,4.0,5.0,20.0,327.0,0.6422018348623852,0.0,0.5714285714285714,Books,3.78,5.0,12.0,6.666666666666667,2024-04-02,South,Organic Search,47,Fashion,456,4086.559210526316,1,0,0.502887583558856,1,1,0.0,102.75399432258827,369.91437956131773,719.2779602581178,email_nudge,20,102.75399432258827
100060,3.0,9174.97,3058.3233333333333,2024-10-05,2025-06-07,0.0,1.6666666666666667,1.0,1.0,25.0,245.0,0.3673469387755102,0.0,0.3333333333333333,Electronics,3.1,2.0,8.0,2.0,2024-04-07,South,Email,27,Electronics,451,7425.419179600887,0,1,0.7462869509255932,1,0,0.0,277.07467194443825,997.4688189999777,1939.522703611068,discount_offer,250,997.4688189999777
100061,9.0,8033.799999999999,892.6444444444444,2023-07-21,2024-04-08,0.0,5.555555555555555,5.0,3.0,450.0,262.0,1.0305343511450382,0.0,0.5555555555555556,Fashion,3.75,2.0,9.0,4.666666666666667,2023-07-15,East,Paid Ads,43,Fashion,718,4084.034818941504,1,0,0.8276028014255352,1,1,0.0,168.99793286377087,608.3925583095751,1182.985530046396,email_nudge,20,168.99793286377087
100062,13.0,20493.47,1576.420769230769,2023-02-08,2024-12-17,1.0,4.615384615384615,7.0,5.0,197.0,678.0,0.5752212389380531,0.0769230769230769,0.5384615384615384,Grocery,3.35,6.0,11.0,9.0,2023-01-01,West,Organic Search,46,Grocery,913,8192.89874041621,0,1,0.8159678959196479,1,0,0.0,334.2571173350075,1203.325622406027,2339.799821345052,discount_offer,250,1203.325622406027
100064,3.0,4350.54,1450.18,2025-01-02,2025-04-12,0.0,10.0,2.0,1.0,81.0,100.0,0.8999999999999999,0.0,0.6666666666666666,Fashion,2.8,1.0,10.0,6.666666666666667,2024-10-20,East,Organic Search,51,Fashion,255,6227.243529411765,0,1,0.7018222819316061,1,1,0.0,218.5209131977797,786.6752875120068,1529.6463923844576,email_nudge,20,218.5209131977797
100065,12.0,23389.63,1949.1358333333333,2023-11-21,2025-05-05,1.0,2.5,2.0,4.0,58.0,531.0,0.6779661016949153,0.0833333333333333,0.1666666666666666,Home & Kitchen,3.616666666666666,6.0,16.0,5.666666666666667,2023-10-18,West,Social Media,38,Home & Kitchen,623,13703.39478330658,1,0,0.5203303203039333,1,1,0.0,356.51458984245807,1283.4525234328491,2495.6021288972065,discount_offer,250,1283.4525234328491
100067,2.0,2421.17,1210.585,2024-03-09,2024-03-17,0.0,7.5,1.0,2.0,472.0,8.0,7.5,0.0,0.5,Beauty & Personal Care,4.2,1.0,8.0,5.333333333333333,2024-03-02,South,Social Media,52,Beauty & Personal Care,487,1814.6345995893223,0,1,0.8480693166633935,1,0,0.0,76.94679624337336,277.00846647614406,538.6275737036135,email_nudge,20,76.94679624337336
100068,14.0,41804.88,2986.062857142857,2023-01-20,2024-06-20,2.0,10.714285714285714,9.0,5.0,377.0,517.0,0.8123791102514506,0.1428571428571428,0.6428571428571429,Electronics,3.8125,8.0,8.0,5.0,2023-01-01,South,Paid Ads,22,Electronics,913,16712.79430449069,1,0,0.6677858667034543,1,0,0.0,558.0283914830435,2008.9022093389565,3906.198740381304,discount_offer,250,2008.9022093389565
100069,11.0,14333.47,1303.0427272727272,2024-04-20,2025-06-16,1.0,2.272727272727273,2.0,5.0,16.0,422.0,0.7819905213270142,0.0909090909090909,0.1818181818181818,Fashion,4.190909090909091,11.0,18.0,7.333333333333333,2024-01-22,East,Direct,28,Fashion,527,9927.35588235294,1,0,0.4103747564199232,0,1,0.0,203.696812605724,733.3085253806064,1425.877688240068,email_nudge,20,203.696812605724
100072,6.0,8696.75,1449.4583333333333,2024-12-25,2025-05-26,0.0,5.0,3.0,5.0,37.0,152.0,1.1842105263157896,0.0,0.5,Fashion,4.3,4.0,15.0,7.666666666666667,2024-12-16,North,Email,18,Fashion,198,16031.887626262627,1,0,0.369345931282219,0,0,0.0,296.0656232766927,1065.8362437960934,2072.4593629368483,discount_offer,250,1065.8362437960934
100073,4.0,2312.63,578.1575,2023-06-04,2025-03-15,0.0,12.5,3.0,3.0,109.0,650.0,0.1846153846153846,0.0,0.75,Grocery,2.566666666666667,3.0,5.0,5.666666666666667,2023-03-17,North,Email,18,Beauty & Personal Care,838,1007.291109785203,0,1,0.8685122904952496,1,0,0.0,43.742235447752435,157.47204761190875,306.19564813426695,none,0,0.0
100076,8.0,20764.52,2595.565,2024-10-16,2025-06-05,0.0,5.625,3.0,2.0,27.0,232.0,1.0344827586206895,0.0,0.375,Electronics,3.9166666666666665,6.0,11.0,4.666666666666667,2024-07-12,North,Email,37,Electronics,355,21349.43605633803,0,1,0.4331928596495465,0,1,0.0,462.4211628575104,1664.7161862870373,3236.9481400025725,discount_offer,250,1664.7161862870373
100077,6.0,17681.68,2946.9466666666667,2024-08-17,2025-06-21,0.0,0.8333333333333334,1.0,3.0,11.0,308.0,0.5844155844155844,0.0,0.1666666666666666,Electronics,3.966666666666667,3.0,14.0,4.0,2024-05-10,South,Organic Search,23,Electronics,418,15439.744497607657,1,0,0.5055061874704672,1,1,0.0,390.24431882518854,1404.8795477706785,2731.7102317763192,discount_offer,250,1404.8795477706785
100078,4.0,2917.0,729.25,2025-03-06,2025-05-08,0.0,8.75,2.0,1.0,55.0,63.0,1.9047619047619049,0.0,0.5,Beauty & Personal Care,3.6,2.0,10.0,4.333333333333333,2024-11-18,North,Paid Ads,18,Beauty & Personal Care,226,4711.08407079646,1,0,0.618816614539089,1,0,0.0,145.76485477496476,524.7534771898731,1020.3539834247532,email_nudge,20,145.76485477496476
100079,4.0,5182.09,1295.5225,2025-03-17,2025-05-18,0.0,10.0,3.0,3.0,45.0,62.0,1.935483870967741,0.0,0.75,Beauty & Personal Care,3.766666666666667,3.0,7.0,5.666666666666667,2025-03-01,South,Paid Ads,34,Beauty & Personal Care,123,15377.74674796748,1,0,0.4081530571714726,0,0,0.0,313.8237173795799,1129.7653825664875,2196.766021657059,discount_offer,250,1129.7653825664875
100080,10.0,9866.3,986.63,2023-01-31,2025-06-30,0.0,9.0,6.0,3.0,2.0,881.0,0.340522133938706,0.0,0.6,Fashion,3.85,4.0,11.0,7.0,2023-01-01,East,Social Media,35,Fashion,913,3944.3587075575024,0,1,0.6571874027504332,1,0,0.0,129.60914272678852,466.5929138164386,907.2639990875196,email_nudge,20,129.60914272678852
100081,12.0,14584.61,1215.3841666666667,2024-01-02,2025-05-14,1.0,4.583333333333333,4.0,5.0,49.0,498.0,0.7228915662650601,0.0833333333333333,0.3333333333333333,Toys & Games,3.772727272727273,11.0,8.0,4.333333333333333,2023-07-13,South,Direct,18,Toys & Games,720,7393.5870138888895,1,0,0.5849819722011381,1,0,0.0,216.25575565127232,778.5207203445804,1513.790289558906,email_nudge,20,216.25575565127232
100082,16.0,17687.02,1105.43875,2023-05-27,2025-01-29,1.0,10.0,13.0,6.0,154.0,613.0,0.7830342577487766,0.0625,0.8125,Home & Kitchen,3.5625,8.0,14.0,5.0,2023-05-27,Central,Social Media,27,Home & Kitchen,767,8416.900000000001,1,0,0.707813795397216,1,1,0.0,297.87989672394144,1072.3676282061892,2085.1592770675898,discount_offer,250,1072.3676282061892
100087,12.0,11892.02,991.0016666666668,2023-02-05,2025-03-29,3.0,2.083333333333333,3.0,5.0,95.0,783.0,0.4597701149425287,0.25,0.25,Fashion,3.1625,8.0,5.0,4.666666666666667,2023-01-01,West,Direct,58,Fashion,913,4754.20295728368,1,0,0.7397112539297194,1,0,0.0,175.83687154843457,633.0127375743643,1230.8581008390418,email_nudge,20,175.83687154843457
100088,3.0,1035.59,345.19666666666666,2024-09-30,2024-10-23,0.0,6.666666666666667,1.0,1.0,252.0,23.0,3.913043478260869,0.0,0.3333333333333333,Books,3.8,1.0,13.0,5.333333333333333,2024-08-02,North,Paid Ads,31,Books,334,1131.7076347305388,0,1,0.755843859670237,1,0,0.0,42.76971333265027,153.97096799754092,299.3879933285518,none,0,0.0
100089,15.0,14963.4,997.56,2023-01-19,2025-02-17,3.0,8.333333333333334,14.0,4.0,135.0,760.0,0.5921052631578948,0.2,0.9333333333333332,Sports & Outdoors,3.616666666666666,6.0,9.0,6.333333333333333,2023-01-01,West,Social Media,20,Sports & Outdoors,913,5982.082146768893,0,1,0.7969234202813225,1,0,0.0,238.36306824034511,858.1070456652424,1668.5414776824157,email_nudge,20,238.36306824034511
100091,16.0,16715.62,1044.72625,2024-01-23,2025-05-27,1.0,6.25,8.0,5.0,36.0,490.0,0.979591836734694,0.0625,0.5,Toys & Games,3.4125,8.0,13.0,5.666666666666667,2024-01-16,West,Direct,37,Toys & Games,533,11446.906754221389,0,1,0.6664164097381279,1,0,0.0,381.42032508776725,1373.113170315962,2669.9422756143704,discount_offer,250,1373.113170315962
100092,7.0,6025.59,860.7985714285714,2024-11-05,2025-03-05,1.0,4.285714285714286,3.0,4.0,119.0,120.0,1.75,0.1428571428571428,0.4285714285714285,Grocery,3.1,3.0,9.0,6.0,2024-04-21,South,Organic Search,34,Grocery,437,5032.815446224256,1,0,0.7148083665673939,1,0,0.0,179.87492941753553,647.5497459031278,1259.1245059227485,email_nudge,20,179.87492941753553
100094,17.0,17305.8,1017.9882352941175,2023-03-15,2025-05-29,2.0,4.411764705882353,5.0,4.0,34.0,806.0,0.6327543424317618,0.1176470588235294,0.2941176470588235,Fashion,3.466666666666667,9.0,10.0,8.666666666666666,2023-01-01,West,Referral,59,Fashion,913,6918.529025191676,0,1,0.6973077239115161,1,1,0.0,241.21718636860837,868.3818709269901,1688.5203045802584,email_nudge,20,241.21718636860837
100097,15.0,17055.07,1137.0046666666667,2023-11-20,2025-06-17,1.0,5.666666666666667,6.0,4.0,15.0,575.0,0.7826086956521738,0.0666666666666666,0.4,Home & Kitchen,3.91,10.0,23.0,5.333333333333333,2023-10-14,West,Organic Search,51,Home & Kitchen,627,9928.390031897929,1,0,0.3620436274971224,0,1,0.0,179.72551711772985,647.0118616238273,1258.0786198241087,email_nudge,20,179.72551711772985
100098,12.0,10934.17,911.1808333333332,2024-07-19,2025-05-20,0.0,5.0,4.0,6.0,43.0,305.0,1.180327868852459,0.0,0.3333333333333333,Grocery,4.016666666666667,6.0,18.0,5.333333333333333,2024-06-26,East,Direct,29,Grocery,371,10757.337061994607,1,0,0.3557586114262702,0,0,0.0,191.35076479097773,688.8627532475198,1339.4553535368439,email_nudge,20,191.35076479097773
100100,10.0,8662.07,866.207,2024-05-27,2025-05-17,0.0,5.0,4.0,5.0,46.0,355.0,0.8450704225352113,0.0,0.4,Grocery,3.88,5.0,16.0,3.333333333333333,2024-05-24,Central,Paid Ads,41,Grocery,404,7825.880074257425,0,1,0.5146903530036059,1,0,0.0,201.395248899172,725.0228960370191,1409.7667422942036,email_nudge,20,201.395248899172
100104,19.0,28915.6,1521.8736842105263,2023-07-27,2025-06-12,2.0,5.526315789473684,8.0,6.0,20.0,686.0,0.8309037900874635,0.1052631578947368,0.4210526315789473,Sports & Outdoors,4.033333333333333,9.0,13.0,6.666666666666667,2023-06-04,West,Social Media,18,Sports & Outdoors,759,13905.393939393938,0,1,0.5043816061079811,1,1,0.0,350.6812464357851,1262.452487168826,2454.768725050495,discount_offer,250,1262.452487168826
100105,9.0,10145.75,1127.3055555555557,2024-07-09,2025-03-16,1.0,3.888888888888889,4.0,4.0,108.0,250.0,1.0799999999999998,0.1111111111111111,0.4444444444444444,Fashion,4.5,4.0,15.0,4.0,2024-06-14,East,Email,27,Fashion,383,9668.926240208875,0,1,0.5840625228501207,1,0,0.0,282.3628726554064,1016.506341559463,1976.5401085878448,discount_offer,250,1016.506341559463
100107,7.0,5037.89,719.6985714285714,2024-10-15,2025-03-01,0.0,3.571428571428572,2.0,3.0,123.0,137.0,1.5328467153284673,0.0,0.2857142857142857,Beauty & Personal Care,4.7,2.0,11.0,5.666666666666667,2024-10-03,West,Email,19,Beauty & Personal Care,272,6760.403860294118,1,0,0.5340562306857974,1,0,0.0,180.52179017711956,649.8784446376304,1263.652531239837,email_nudge,20,180.52179017711956
100108,4.0,3173.9,793.475,2024-02-13,2024-12-03,1.0,8.75,2.0,3.0,211.0,294.0,0.4081632653061224,0.25,0.5,Beauty & Personal Care,4.8,1.0,7.0,5.0,2023-11-30,North,Organic Search,40,Beauty & Personal Care,580,1997.368103448276,0,1,0.8529115020637719,1,0,0.0,85.17891146431683,306.6440812715406,596.2523802502177,email_nudge,20,85.17891146431683
100109,10.0,7775.56,777.556,2024-08-14,2025-04-21,0.0,4.5,3.0,4.0,72.0,250.0,1.2,0.0,0.3,Grocery,4.3,5.0,13.0,3.6666666666666665,2024-08-13,West,Direct,18,Grocery,323,8786.623529411765,1,0,0.4686920347513869,0,0,0.0,205.91102302972064,741.2796829069941,1441.3771612080443,email_nudge,20,205.91102302972064
