order_id,customer_id,review_date,rating
ORD1000130028,100013,2025-04-05,5.0
ORD1000130029,100013,2025-04-05,4.7
ORD1000130032,100013,2025-05-19,5.0
ORD1000130035,100013,2025-07-30,4.6
ORD1000130036,100013,2025-08-17,4.0
ORD1000140001,100014,2025-01-28,5.0
ORD1000140002,100014,2025-02-02,2.9
ORD1000140004,100014,2025-04-05,4.0
ORD1000140005,100014,2025-08-05,4.8
ORD1000150001,100015,2023-11-21,4.7
ORD1000150003,100015,2024-01-13,4.1
ORD1000150005,100015,2024-05-08,5.0
ORD1000150006,100015,2024-06-15,2.3
ORD1000150008,100015,2024-06-30,4.9
ORD1000150009,100015,2024-07-07,2.5
ORD1000150010,100015,2024-07-11,3.8
ORD1000150011,100015,2024-08-14,4.4
ORD1000150012,100015,2024-10-23,5.0
ORD1000150016,100015,2025-07-23,3.5
ORD1000160001,100016,2024-08-03,5.0
ORD1000160002,100016,2024-09-10,3.5
ORD1000160003,100016,2024-11-06,3.9
ORD1000160004,100016,2024-11-23,4.9
ORD1000160005,100016,2024-12-17,4.0
ORD1000160006,100016,2025-02-01,5.0
ORD1000160008,100016,2025-03-26,4.4
ORD1000160009,100016,2025-05-14,5.0
ORD1000170001,100017,2025-03-04,4.8
ORD1000170003,100017,2025-04-09,4.1
ORD1000170005,100017,2025-04-21,5.0
ORD1000170007,100017,2025-06-13,5.0
ORD1000170008,100017,2025-07-24,3.7
ORD1000180001,100018,2023-09-11,3.4
ORD1000180002,100018,2023-09-21,4.9
ORD1000180003,100018,2023-10-27,4.5
ORD1000180006,100018,2023-11-17,3.2
ORD1000180010,100018,2024-04-22,5.0
ORD1000180012,100018,2024-09-15,3.8
ORD1000180013,100018,2024-10-09,3.7
ORD1000180014,100018,2024-11-13,3.3
ORD1000180015,100018,2024-11-27,1.9
ORD1000180016,100018,2025-01-11,2.4
ORD1000180017,100018,2025-05-17,1.3
ORD1000200001,100020,2025-01-05,4.5
ORD1000200002,100020,2025-01-30,5.0
ORD1000200003,100020,2025-02-28,2.4
ORD1000200004,100020,2025-03-29,2.7
ORD1000210004,100021,2024-09-13,4.4
ORD1000210009,100021,2025-01-06,5.0
ORD1000210010,100021,2025-01-12,5.0
ORD1000210011,100021,2025-02-28,5.0
ORD1000210012,100021,2025-03-11,3.6
ORD1000210013,100021,2025-03-12,5.0
ORD1000210014,100021,2025-04-05,5.0
ORD1000210015,100021,2025-05-04,3.9
ORD1000210018,100021,2025-08-25,5.0
ORD1000220001,100022,2023-06-27,4.5
ORD1000220002,100022,2023-07-21,4.0
ORD1000220004,100022,2023-08-14,3.8
ORD1000220005,100022,2023-09-12,4.6
ORD1000220007,100022,2023-10-16,4.4
ORD1000220008,100022,2023-10-21,3.9
ORD1000220009,100022,2024-01-06,3.9
ORD1000220011,100022,2024-02-07,4.9
ORD1000220012,100022,2024-06-05,4.6
ORD1000220016,100022,2024-10-29,3.3
ORD1000220017,100022,2024-10-31,3.7
ORD1000220019,100022,2025-01-05,4.0
ORD1000220020,100022,2025-04-01,5.0
ORD1000220023,100022,2025-05-11,5.0
ORD1000220025,100022,2025-06-06,3.9
ORD1000220027,100022,2025-08-27,3.7
ORD1000220028,100022,2025-08-29,3.8
ORD1000230003,100023,2023-12-10,5.0
ORD1000230004,100023,2024-02-16,3.8
ORD1000230005,100023,2024-02-24,3.1
ORD1000230008,100023,2024-04-10,5.0
ORD1000230010,100023,2024-05-31,4.3
ORD1000230013,100023,2024-12-20,4.0
ORD1000230016,100023,2025-02-28,5.0
ORD1000230017,100023,2025-05-20,4.5
ORD1000230018,100023,2025-05-31,3.4
ORD1000230019,100023,2025-06-13,5.0
ORD1000230020,100023,2025-07-04,4.4
ORD1000240001,100024,2024-05-13,3.6
ORD1000240003,100024,2024-07-24,4.8
ORD1000240004,100024,2024-09-05,5.0
ORD1000240006,100024,2025-02-02,1.7
ORD1000240008,100024,2025-03-28,4.8
ORD1000250001,100025,2025-06-18,3.9
ORD1000250002,100025,2025-06-27,3.2
ORD1000250004,100025,2025-07-10,4.2
ORD1000260002,100026,2024-11-29,3.7
ORD1000260003,100026,2025-02-16,3.0
ORD1000260004,100026,2025-03-19,3.7
ORD1000260005,100026,2025-04-10,3.2
ORD1000260006,100026,2025-05-10,3.3
ORD1000270001,100027,2024-10-01,3.7
ORD1000270002,100027,2024-10-03,3.5
ORD1000270003,100027,2024-10-04,3.7
ORD1000270004,100027,2025-02-10,3.7
ORD1000270005,100027,2025-03-15,3.9
ORD1000270006,100027,2025-05-07,2.8
ORD1000280001,100028,2025-02-14,5.0
ORD1000280002,100028,2025-03-21,2.9
ORD1000280004,100028,2025-07-17,4.2
ORD1000280005,100028,2025-08-11,3.6
ORD1000290001,100029,2025-06-15,3.9
ORD1000290003,100029,2025-07-07,4.2
ORD1000300001,100030,2024-06-02,4.5
ORD1000300002,100030,2024-06-03,2.6
ORD1000300004,100030,2024-06-09,4.5
ORD1000300006,100030,2024-10-03,3.8
ORD1000300010,100030,2025-02-05,4.3
ORD1000300012,100030,2025-04-04,4.2
ORD1000300014,100030,2025-05-13,3.5
ORD1000300017,100030,2025-07-20,4.1
ORD1000310001,100031,2023-09-27,4.4
ORD1000310003,100031,2023-10-10,3.9
ORD1000310004,100031,2023-10-30,4.0
ORD1000310008,100031,2024-01-02,5.0
ORD1000310011,100031,2024-04-26,2.0
ORD1000310014,100031,2024-11-04,4.1
ORD1000320002,100032,2025-01-12,4.3
ORD1000320003,100032,2025-05-30,2.9
ORD1000320004,100032,2025-06-18,3.1
ORD1000330003,100033,2024-05-12,5.0
ORD1000330004,100033,2024-07-23,5.0
ORD1000330005,100033,2024-08-31,5.0
ORD1000330009,100033,2025-04-17,4.2
ORD1000330011,100033,2025-07-25,5.0
ORD1000350001,100035,2025-04-03,5.0
ORD1000350002,100035,2025-06-10,4.0
ORD1000360001,100036,2024-06-01,4.7
ORD1000360002,100036,2024-06-03,3.0
ORD1000360003,100036,2024-11-15,3.8
ORD1000360005,100036,2025-03-17,5.0
ORD1000360006,100036,2025-03-26,2.9
ORD1000360007,100036,2025-04-27,4.5
ORD1000360009,100036,2025-05-11,4.8
ORD1000360010,100036,2025-05-27,4.4
ORD1000360011,100036,2025-05-31,5.0
ORD1000360012,100036,2025-07-23,3.5
ORD1000370002,100037,2024-11-02,4.4
ORD1000370003,100037,2025-01-22,4.3
ORD1000370005,100037,2025-02-12,2.7
ORD1000370006,100037,2025-03-10,1.0
ORD1000380002,100038,2023-11-09,3.5
ORD1000380006,100038,2024-03-03,4.2
ORD1000380007,100038,2024-04-06,4.6
ORD1000380011,100038,2024-08-31,4.6
ORD1000380012,100038,2024-11-01,3.6
ORD1000380015,100038,2025-02-22,4.7
ORD1000380017,100038,2025-03-21,4.8
ORD1000380019,100038,2025-07-17,5.0
ORD1000380020,100038,2025-08-02,5.0
ORD1000390001,100039,2024-02-06,5.0
ORD1000390002,100039,2024-07-12,5.0
ORD1000390003,100039,2024-08-27,5.0
ORD1000390004,100039,2024-10-07,4.2
ORD1000390005,100039,2025-01-08,4.8
ORD1000390006,100039,2025-05-26,1.4
ORD1000400001,100040,2024-12-19,4.5
ORD1000400004,100040,2025-03-16,3.9
ORD1000400005,100040,2025-03-22,3.1
ORD1000400008,100040,2025-07-07,4.1
ORD1000410001,100041,2025-05-22,3.9
ORD1000420002,100042,2025-02-21,5.0
ORD1000420003,100042,2025-05-08,1.6
ORD1000430001,100043,2024-03-21,2.7
ORD1000430004,100043,2025-01-21,4.2
ORD1000430005,100043,2025-03-12,2.4
ORD1000440001,100044,2024-03-12,2.7
ORD1000440002,100044,2024-03-22,4.1
ORD1000440003,100044,2024-07-02,3.2
ORD1000440007,100044,2024-12-28,3.2
ORD1000440009,100044,2025-03-20,5.0
ORD1000450001,100045,2024-11-09,4.3
ORD1000450003,100045,2025-01-26,3.1
ORD1000480003,100048,2024-05-14,4.8
ORD1000480004,100048,2024-05-18,2.2
ORD1000480005,100048,2024-07-16,4.5
ORD1000480006,100048,2024-08-10,3.4
ORD1000480007,100048,2024-08-31,3.4
ORD1000480008,100048,2024-10-03,2.8
ORD1000480009,100048,2025-04-17,3.6
ORD1000490001,100049,2025-03-25,3.1
ORD1000490003,100049,2025-05-27,3.7
ORD1000500001,100050,2024-10-17,5.0
ORD1000500006,100050,2024-12-15,5.0
ORD1000500007,100050,2024-12-24,4.7
ORD1000500009,100050,2025-01-05,5.0
ORD1000500010,100050,2025-02-22,3.8
ORD1000500013,100050,2025-05-04,5.0
ORD1000500014,100050,2025-05-18,5.0
ORD1000500015,100050,2025-05-29,4.9
ORD1000500020,100050,2025-08-12,3.4
ORD1000510001,100051,2025-04-17,3.9
ORD1000510002,100051,2025-04-19,3.5
ORD1000510003,100051,2025-04-24,5.0
ORD1000520004,100052,2025-05-04,2.8
ORD1000520005,100052,2025-05-10,3.3
ORD1000520007,100052,2025-05-29,5.0
ORD1000520008,100052,2025-07-09,4.0
ORD1000520010,100052,2025-07-19,4.5
ORD1000530003,100053,2023-08-03,3.8
ORD1000530004,100053,2023-08-20,4.2
ORD1000530007,100053,2023-11-12,2.0
ORD1000530009,100053,2024-01-08,5.0
ORD1000530010,100053,2024-01-20,3.3
ORD1000530011,100053,2024-03-24,5.0
ORD1000530012,100053,2024-05-13,3.4
ORD1000530015,100053,2024-09-02,4.2
ORD1000530016,100053,2024-11-22,2.5
ORD1000530018,100053,2025-05-07,4.4
ORD1000540001,100054,2024-04-16,2.5
ORD1000540002,100054,2024-05-27,5.0
ORD1000540004,100054,2024-08-19,4.5
ORD1000540005,100054,2024-09-27,2.8
ORD1000540006,100054,2024-09-28,2.7
ORD1000540007,100054,2024-11-02,3.5
ORD1000540008,100054,2025-06-25,2.9
ORD1000550003,100055,2025-01-15,3.3
ORD1000550004,100055,2025-01-24,3.7
ORD1000550005,100055,2025-03-17,4.1
ORD1000550006,100055,2025-04-05,3.6
ORD1000560001,100056,2024-07-17,4.4
ORD1000560002,100056,2024-07-20,3.7
ORD1000560005,100056,2024-10-24,4.2
ORD1000560007,100056,2025-01-06,4.7
ORD1000560010,100056,2025-03-03,4.3
ORD1000560017,100056,2025-07-09,5.0
ORD1000560018,100056,2025-08-09,5.0
ORD1000570001,100057,2024-07-20,4.6
ORD1000570002,100057,2024-11-10,3.0
ORD1000570003,100057,2024-11-23,4.0
ORD1000570004,100057,2025-02-24,5.0
ORD1000570005,100057,2025-05-16,2.3
ORD1000570008,100057,2025-08-18,3.2
ORD1000580003,100058,2023-01-26,4.9
ORD1000580004,100058,2023-02-16,4.9
ORD1000580005,100058,2023-02-27,4.3
ORD1000580006,100058,2023-04-09,4.4
ORD1000580008,100058,2023-04-23,5.0
ORD1000580011,100058,2023-07-16,2.9
ORD1000580012,100058,2023-10-01,4.8
ORD1000580014,100058,2023-11-15,3.6
ORD1000580015,100058,2023-12-04,3.3
ORD1000580019,100058,2024-01-18,4.7
ORD1000580020,100058,2024-04-02,3.3
ORD1000580023,100058,2024-06-04,4.4
ORD1000580024,100058,2024-06-27,3.8
ORD1000580025,100058,2024-08-05,3.3
ORD1000580026,100058,2024-09-27,4.8
ORD1000580030,100058,2024-11-18,5.0
ORD1000580031,100058,2024-12-24,4.0
ORD1000580033,100058,2025-01-03,4.2
ORD1000580034,100058,2025-01-18,4.2
ORD1000580035,100058,2025-03-19,2.8
ORD1000580039,100058,2025-05-26,3.1
ORD1000580040,100058,2025-06-30,1.5
ORD1000580041,100058,2025-07-28,4.3
ORD1000580042,100058,2025-08-02,4.6
ORD1000580043,100058,2025-08-25,3.6
ORD1000590001,100059,2025-06-02,4.6
ORD1000590003,100059,2025-07-26,5.0
ORD1000590004,100059,2025-08-28,3.1
ORD1000600001,100060,2024-10-05,3.3
ORD1000600003,100060,2025-06-07,2.9
ORD1000610002,100061,2023-09-08,3.4
ORD1000610005,100061,2023-11-18,4.1
ORD1000610010,100061,2025-07-04,1.0
ORD1000620001,100062,2023-02-08,2.7
ORD1000620004,100062,2023-03-06,3.7
ORD1000620008,100062,2023-08-19,4.3
ORD1000620009,100062,2023-09-02,2.3
ORD1000620010,100062,2023-09-26,5.0
ORD1000620013,100062,2024-12-17,2.1
ORD1000630001,100063,2024-12-26,3.7
ORD1000630003,100063,2025-02-07,3.6
ORD1000630004,100063,2025-02-09,3.9
ORD1000630005,100063,2025-03-25,4.0
ORD1000630008,100063,2025-05-02,5.0
ORD1000630011,100063,2025-07-10,5.0
ORD1000630012,100063,2025-08-10,4.2
ORD1000630013,100063,2025-08-25,4.0
ORD1000640003,100064,2025-04-12,2.8
ORD1000650004,100065,2024-07-09,3.2
ORD1000650005,100065,2024-10-04,4.3
ORD1000650006,100065,2025-01-11,2.9
ORD1000650007,100065,2025-02-01,4.0
ORD1000650010,100065,2025-04-06,4.4
ORD1000650011,100065,2025-04-18,2.9
ORD1000670001,100067,2024-03-09,4.2
ORD1000680001,100068,2023-01-20,2.1
ORD1000680003,100068,2023-02-20,4.0
ORD1000680004,100068,2023-04-05,5.0
ORD1000680005,100068,2023-04-22,4.8
ORD1000680006,100068,2023-07-18,4.0
ORD1000680009,100068,2023-10-11,4.3
ORD1000680012,100068,2024-01-24,2.0
ORD1000680014,100068,2024-06-20,4.3
ORD1000680015,100068,2025-08-11,2.9
ORD1000690001,100069,2024-04-20,5.0
ORD1000690002,100069,2024-04-23,5.0
ORD1000690003,100069,2024-04-29,4.3
ORD1000690004,100069,2024-05-06,4.9
ORD1000690005,100069,2024-06-12,4.0
ORD1000690006,100069,2024-07-16,3.3
ORD1000690007,100069,2024-09-19,4.2
ORD1000690008,100069,2025-01-11,3.7
ORD1000690009,100069,2025-03-11,4.8
ORD1000690010,100069,2025-04-03,3.8
ORD1000690011,100069,2025-06-16,3.1
ORD1000700001,100070,2025-07-27,2.6
ORD1000720001,100072,2024-12-25,5.0
ORD1000720003,100072,2025-02-17,3.8
ORD1000720004,100072,2025-04-10,4.7
ORD1000720005,100072,2025-05-01,3.7
ORD1000720008,100072,2025-08-12,2.6
ORD1000730001,100073,2023-06-04,3.7
ORD1000730002,100073,2024-03-11,1.0
ORD1000730004,100073,2025-03-15,3.0
ORD1000740001,100074,2024-10-14,3.4
ORD1000740002,100074,2024-11-06,5.0
ORD1000740003,100074,2024-11-25,4.4
ORD1000740006,100074,2025-01-20,2.9
ORD1000740007,100074,2025-02-14,4.8
ORD1000740008,100074,2025-03-08,4.3
ORD1000740009,100074,2025-03-12,4.6
ORD1000740013,100074,2025-06-14,4.2
ORD1000750003,100075,2025-06-24,4.1
ORD1000750004,100075,2025-06-27,5.0
ORD1000760001,100076,2024-10-16,4.1
ORD1000760003,100076,2025-01-28,3.8
ORD1000760004,100076,2025-03-25,3.3
ORD1000760006,100076,2025-05-20,5.0
ORD1000760007,100076,2025-05-27,3.5
ORD1000760008,100076,2025-06-05,3.8
ORD1000770001,100077,2024-08-17,3.4
ORD1000770002,100077,2024-09-23,3.5
ORD1000770006,100077,2025-06-21,5.0
ORD1000770007,100077,2025-07-11,5.0
ORD1000770008,100077,2025-08-01,5.0
ORD1000780001,100078,2025-03-06,3.7
ORD1000780004,100078,2025-05-08,3.5
ORD1000780005,100078,2025-08-05,5.0
ORD1000790002,100079,2025-04-16,2.9
ORD1000790003,100079,2025-05-10,4.9
ORD1000790004,100079,2025-05-18,3.5
ORD1000790005,100079,2025-07-21,3.3
ORD1000800002,100080,2023-02-04,3.9
ORD1000800004,100080,2023-03-25,4.1
ORD1000800006,100080,2023-06-28,2.4
ORD1000800007,100080,2023-08-21,5.0
ORD1000810001,100081,2024-01-02,3.6
ORD1000810002,100081,2024-02-22,4.2
ORD1000810003,100081,2024-04-04,2.6
ORD1000810004,100081,2024-04-10,5.0
ORD1000810005,100081,2024-05-06,2.9
ORD1000810007,100081,2024-12-18,3.5
ORD1000810008,100081,2025-01-12,3.5
ORD1000810009,100081,2025-01-13,3.6
ORD1000810010,100081,2025-02-24,2.9
ORD1000810011,100081,2025-04-20,5.0
ORD1000810012,100081,2025-05-14,4.7
ORD1000810013,100081,2025-07-03,3.5
ORD1000820002,100082,2023-05-28,3.2
ORD1000820004,100082,2023-09-16,4.4
ORD1000820007,100082,2023-12-27,1.8
ORD1000820008,100082,2024-01-09,5.0
ORD1000820012,100082,2024-08-11,2.9
ORD1000820013,100082,2024-08-25,4.7
ORD1000820014,100082,2024-09-27,3.8
ORD1000820016,100082,2025-01-29,2.7
ORD1000820017,100082,2025-08-16,4.1
ORD1000830002,100083,2024-08-22,3.8
ORD1000830003,100083,2024-09-25,4.5
ORD1000830004,100083,2024-12-16,2.9
ORD1000830005,100083,2025-01-04,2.0
ORD1000830007,100083,2025-01-28,5.0
ORD1000830008,100083,2025-02-01,3.6
ORD1000830012,100083,2025-06-29,5.0
ORD1000830013,100083,2025-08-27,3.5
ORD1000850001,100085,2024-11-11,3.8
ORD1000850002,100085,2025-03-09,4.1
ORD1000850006,100085,2025-05-23,5.0
ORD1000850007,100085,2025-05-29,5.0
ORD1000850008,100085,2025-08-08,5.0
ORD1000850009,100085,2025-08-13,3.8
ORD1000860003,100086,2025-07-09,2.4
ORD1000870001,100087,2023-02-05,2.7
ORD1000870004,100087,2023-08-10,3.6
ORD1000870005,100087,2023-10-24,4.8
ORD1000870008,100087,2024-04-12,3.7
ORD1000870009,100087,2024-06-26,2.4
ORD1000870010,100087,2024-08-01,3.7
ORD1000870011,100087,2024-09-18,2.3
ORD1000870012,100087,2025-03-29,2.1
ORD1000870013,100087,2025-08-17,4.7
ORD1000870014,100087,2025-08-20,2.9
ORD1000880001,100088,2024-09-30,3.8
ORD1000890001,100089,2023-01-19,4.5
ORD1000890002,100089,2023-01-27,5.0
ORD1000890003,100089,2023-02-02,4.2
ORD1000890008,100089,2023-08-19,4.8
ORD1000890012,100089,2024-03-22,1.4
ORD1000890013,100089,2024-06-24,1.8
ORD1000900002,100090,2024-10-30,4.1
ORD1000900003,100090,2024-11-22,3.9
ORD1000900004,100090,2024-12-13,4.1
ORD1000900005,100090,2024-12-16,3.9
ORD1000900006,100090,2025-01-05,4.4
ORD1000900007,100090,2025-01-19,3.0
ORD1000900013,100090,2025-07-15,3.3
ORD1000910003,100091,2024-04-09,4.5
ORD1000910008,100091,2024-12-26,3.1
ORD1000910010,100091,2024-12-31,3.9
ORD1000910012,100091,2025-01-24,5.0
ORD1000910013,100091,2025-02-01,3.8
ORD1000910014,100091,2025-02-28,3.4
ORD1000910015,100091,2025-05-03,2.3
ORD1000910016,100091,2025-05-27,1.3
ORD1000920002,100092,2024-12-08,4.7
ORD1000920005,100092,2025-02-06,3.6
ORD1000920007,100092,2025-03-05,1.0
ORD1000940004,100094,2023-09-26,3.4
ORD1000940008,100094,2024-01-11,4.3
ORD1000940009,100094,2024-03-12,3.7
ORD1000940010,100094,2024-03-28,4.2
ORD1000940011,100094,2024-07-04,3.6
ORD1000940012,100094,2024-08-14,3.1
ORD1000940014,100094,2024-12-09,4.1
ORD1000940016,100094,2025-05-12,2.6
ORD1000940017,100094,2025-05-29,2.2
ORD1000950001,100095,2024-10-19,5.0
ORD1000950002,100095,2024-12-13,3.4
ORD1000950004,100095,2025-03-17,5.0
ORD1000950006,100095,2025-03-21,4.8
ORD1000950007,100095,2025-03-24,4.5
ORD1000950008,100095,2025-04-25,3.7
ORD1000950009,100095,2025-07-30,5.0
ORD1000960004,100096,2025-08-07,3.2
ORD1000970001,100097,2023-11-20,4.0
ORD1000970004,100097,2024-02-13,2.7
ORD1000970005,100097,2024-04-25,4.2
ORD1000970006,100097,2024-05-06,5.0
ORD1000970008,100097,2024-09-16,3.1
ORD1000970010,100097,2024-10-10,5.0
ORD1000970011,100097,2024-11-06,2.9
ORD1000970012,100097,2024-12-11,4.6
ORD1000970013,100097,2025-02-13,3.7
ORD1000970014,100097,2025-05-22,3.9
ORD1000970016,100097,2025-07-29,4.2
ORD1000980002,100098,2024-11-13,5.0
ORD1000980003,100098,2024-11-21,4.0
ORD1000980005,100098,2025-02-08,3.0
ORD1000980006,100098,2025-03-08,2.7
ORD1000980007,100098,2025-03-29,5.0
ORD1000980012,100098,2025-05-20,4.4
ORD1000980013,100098,2025-07-07,3.9
ORD1000980014,100098,2025-07-12,3.8
ORD1000980015,100098,2025-08-09,4.6
ORD1000990002,100099,2024-03-01,4.8
ORD1000990003,100099,2024-03-22,5.0
ORD1000990007,100099,2024-07-23,4.9
ORD1000990010,100099,2024-10-05,4.0
ORD1000990011,100099,2024-10-24,2.1
ORD1000990014,100099,2025-03-11,2.4
ORD1000990016,100099,2025-04-23,5.0
ORD1000990018,100099,2025-05-06,3.3
ORD1000990019,100099,2025-06-21,4.0
ORD1000990020,100099,2025-07-07,2.7
ORD1000990021,100099,2025-07-16,4.1
ORD1000990022,100099,2025-08-01,4.9
ORD1001000002,100100,2024-06-03,3.8
ORD1001000004,100100,2024-08-15,3.5
ORD1001000005,100100,2024-09-18,4.4
ORD1001000006,100100,2024-11-17,4.1
ORD1001000009,100100,2025-05-05,3.6
ORD1001020001,100102,2025-02-07,5.0
ORD1001020002,100102,2025-05-09,4.3
ORD1001020006,100102,2025-08-07,3.1
ORD1001030004,100103,2025-03-06,4.7
ORD1001030005,100103,2025-03-12,3.6
ORD1001030008,100103,2025-07-13,3.5
ORD1001040001,100104,2023-07-27,4.5
