order_id,customer_id,order_date,category,quantity,unit_price,discount_pct,net_amount,is_returned
ORD1000050012,100005,2025-03-20,Sports & Outdoors,1,1099.57,20.0,879.66,1
ORD1000050013,100005,2025-04-26,Grocery,1,285.71,0.0,285.71,0
ORD1000050014,100005,2025-05-04,Grocery,2,769.33,25.0,1154.0,0
ORD1000050015,100005,2025-06-21,Fashion,1,846.55,0.0,846.55,0
ORD1000050016,100005,2025-08-01,Grocery,1,886.63,10.0,797.96,0
ORD1000060001,100006,2024-02-25,Beauty & Personal Care,2,578.3,0.0,1156.61,0
ORD1000060002,100006,2024-06-16,Sports & Outdoors,1,776.57,0.0,776.57,0
ORD1000060003,100006,2024-11-23,Sports & Outdoors,1,1111.86,15.0,945.08,0
ORD1000060004,100006,2024-12-24,Beauty & Personal Care,1,136.56,0.0,136.56,0
ORD1000060005,100006,2025-02-10,Home & Kitchen,1,1631.43,0.0,1631.43,1
ORD1000060006,100006,2025-02-22,Electronics,1,3443.36,0.0,3443.36,0
ORD1000060007,100006,2025-03-16,Home & Kitchen,1,1786.22,15.0,1518.29,0
ORD1000060008,100006,2025-04-02,Home & Kitchen,2,81.26,0.0,162.51,0
ORD1000060009,100006,2025-04-12,Home & Kitchen,2,355.94,0.0,711.87,0
ORD1000060010,100006,2025-05-15,Fashion,1,653.33,0.0,653.33,0
ORD1000060011,100006,2025-08-11,Beauty & Personal Care,1,423.4,10.0,381.06,0
ORD1000070001,100007,2024-02-20,Grocery,1,578.0,5.0,549.1,0
ORD1000070002,100007,2024-03-12,Grocery,1,489.96,10.0,440.97,0
ORD1000070003,100007,2024-04-04,Books,2,279.52,5.0,531.09,0
ORD1000070004,100007,2024-04-09,Grocery,2,514.4,20.0,823.04,0
ORD1000070005,100007,2024-04-18,Grocery,1,316.1,0.0,316.1,0
ORD1000070006,100007,2024-06-05,Grocery,1,599.86,0.0,599.86,0
ORD1000070007,100007,2024-07-07,Fashion,2,1505.39,30.0,2107.54,0
ORD1000070008,100007,2024-07-31,Grocery,1,596.63,0.0,596.63,0
ORD1000070009,100007,2024-07-31,Grocery,1,396.3,0.0,396.3,0
ORD1000070010,100007,2024-12-28,Toys & Games,1,562.78,0.0,562.78,0
ORD1000070011,100007,2025-05-13,Grocery,1,121.86,20.0,97.49,0
ORD1000070012,100007,2025-05-24,Grocery,1,536.48,0.0,536.48,0
ORD1000070013,100007,2025-05-28,Electronics,2,3527.45,0.0,7054.9,0
ORD1000070014,100007,2025-07-30,Grocery,1,394.72,5.0,374.98,0
ORD1000080001,100008,2023-07-25,Beauty & Personal Care,1,599.0,0.0,599.0,0
ORD1000080002,100008,2023-08-12,Home & Kitchen,1,2152.9,0.0,2152.9,0
ORD1000080003,100008,2023-09-02,Toys & Games,1,601.6,5.0,571.52,0
ORD1000080004,100008,2023-10-09,Sports & Outdoors,1,1510.26,0.0,1510.26,0
ORD1000080005,100008,2023-10-24,Home & Kitchen,1,1145.15,0.0,1145.15,0
ORD1000080006,100008,2023-11-14,Home & Kitchen,2,1369.74,0.0,2739.47,0
ORD1000080007,100008,2023-12-02,Home & Kitchen,1,1371.75,0.0,1371.75,0
ORD1000080008,100008,2023-12-17,Home & Kitchen,1,941.99,0.0,941.99,0
ORD1000080009,100008,2023-12-27,Home & Kitchen,1,1232.79,20.0,986.23,0
ORD1000080010,100008,2024-01-29,Home & Kitchen,1,1820.23,0.0,1820.23,0
ORD1000080011,100008,2024-02-15,Grocery,1,221.96,0.0,221.96,0
ORD1000080012,100008,2024-02-26,Home & Kitchen,2,815.68,0.0,1631.35,0
ORD1000080013,100008,2024-03-14,Home & Kitchen,1,1223.31,0.0,1223.31,0
ORD1000080014,100008,2024-04-25,Fashion,1,1472.44,0.0,1472.44,1
ORD1000080015,100008,2024-07-10,Sports & Outdoors,1,1178.62,0.0,1178.62,0
ORD1000080016,100008,2024-07-11,Home & Kitchen,1,745.91,10.0,671.32,0
ORD1000080017,100008,2024-10-18,Sports & Outdoors,2,1040.95,20.0,1665.53,0
ORD1000080018,100008,2024-11-03,Home & Kitchen,1,1874.44,10.0,1686.99,0
ORD1000080019,100008,2024-11-05,Grocery,2,282.05,0.0,564.09,0
ORD1000080020,100008,2024-11-18,Electronics,2,1988.41,0.0,3976.83,1
ORD1000080021,100008,2024-12-03,Home & Kitchen,1,1988.21,0.0,1988.21,0
ORD1000080022,100008,2024-12-06,Home & Kitchen,1,1154.89,10.0,1039.4,0
ORD1000080023,100008,2025-01-01,Home & Kitchen,1,643.95,0.0,643.95,0
ORD1000080024,100008,2025-01-05,Home & Kitchen,2,395.57,0.0,791.15,0
ORD1000080025,100008,2025-01-08,Toys & Games,2,676.45,20.0,1082.31,0
ORD1000080026,100008,2025-01-08,Sports & Outdoors,1,1224.2,0.0,1224.2,0
ORD1000080027,100008,2025-02-06,Home & Kitchen,1,786.15,0.0,786.15,0
ORD1000080028,100008,2025-02-25,Home & Kitchen,1,1790.88,20.0,1432.71,0
ORD1000080029,100008,2025-04-27,Toys & Games,1,545.86,5.0,518.57,1
ORD1000080030,100008,2025-05-11,Home & Kitchen,2,1165.43,0.0,2330.87,0
ORD1000080031,100008,2025-06-15,Electronics,1,1535.47,0.0,1535.47,0
ORD1000080032,100008,2025-06-25,Home & Kitchen,1,1662.31,20.0,1329.84,0
ORD1000080033,100008,2025-06-26,Home & Kitchen,1,620.5,10.0,558.45,0
ORD1000080034,100008,2025-08-05,Grocery,1,128.56,0.0,128.56,0
ORD1000090001,100009,2024-09-24,Fashion,1,586.8,0.0,586.8,0
ORD1000090002,100009,2025-07-23,Fashion,2,868.31,10.0,1562.96,0
ORD1000100001,100010,2023-01-18,Beauty & Personal Care,1,857.37,0.0,857.37,0
ORD1000100002,100010,2023-03-25,Books,1,302.9,0.0,302.9,0
ORD1000100003,100010,2023-03-26,Beauty & Personal Care,2,386.11,0.0,772.22,0
ORD1000100004,100010,2023-04-05,Books,1,325.65,0.0,325.65,1
ORD1000100005,100010,2023-04-20,Electronics,1,3238.92,0.0,3238.92,0
ORD1000100006,100010,2023-05-08,Beauty & Personal Care,1,787.66,15.0,669.51,0
ORD1000100007,100010,2023-07-06,Toys & Games,1,284.71,0.0,284.71,0
ORD1000100008,100010,2023-08-25,Beauty & Personal Care,1,991.12,0.0,991.12,0
ORD1000100009,100010,2023-08-26,Beauty & Personal Care,1,705.34,5.0,670.07,0
ORD1000100010,100010,2023-10-24,Beauty & Personal Care,1,389.27,0.0,389.27,1
ORD1000100011,100010,2023-11-12,Beauty & Personal Care,2,259.34,20.0,414.95,0
ORD1000100012,100010,2023-12-15,Books,1,331.51,0.0,331.51,0
ORD1000100013,100010,2024-02-03,Beauty & Personal Care,1,727.39,0.0,727.39,0
ORD1000100014,100010,2024-02-11,Beauty & Personal Care,3,571.64,0.0,1714.91,0
ORD1000100015,100010,2024-02-28,Beauty & Personal Care,1,738.52,10.0,664.67,0
ORD1000100016,100010,2024-03-02,Books,1,331.82,15.0,282.04,0
ORD1000100017,100010,2024-03-28,Beauty & Personal Care,2,414.64,5.0,787.82,0
ORD1000100018,100010,2024-03-30,Beauty & Personal Care,1,713.54,5.0,677.86,0
ORD1000100019,100010,2024-05-20,Beauty & Personal Care,1,454.95,5.0,432.2,0
ORD1000100020,100010,2024-06-15,Grocery,1,401.95,0.0,401.95,0
ORD1000100021,100010,2024-07-09,Books,2,497.78,5.0,945.79,0
ORD1000100022,100010,2024-07-26,Beauty & Personal Care,1,867.73,0.0,867.73,0
ORD1000100023,100010,2024-07-28,Beauty & Personal Care,2,330.55,0.0,661.09,1
ORD1000100024,100010,2024-08-12,Home & Kitchen,1,1771.86,0.0,1771.86,0
ORD1000100025,100010,2025-01-21,Beauty & Personal Care,2,951.62,0.0,1903.25,0
ORD1000100026,100010,2025-05-29,Toys & Games,1,472.91,15.0,401.98,0
ORD1000110001,100011,2024-12-25,Fashion,1,1006.47,20.0,805.18,1
ORD1000110002,100011,2024-12-29,Books,1,440.04,25.0,330.03,0
ORD1000110003,100011,2025-01-14,Fashion,2,1189.57,10.0,2141.23,0
ORD1000110004,100011,2025-03-04,Grocery,2,384.52,0.0,769.05,0
ORD1000120001,100012,2024-01-05,Books,2,311.91,15.0,530.25,0
ORD1000120002,100012,2024-01-16,Books,2,183.41,5.0,348.49,0
ORD1000120003,100012,2024-01-23,Books,1,533.15,10.0,479.83,0
ORD1000120004,100012,2024-02-19,Books,1,296.05,0.0,296.05,0
ORD1000120005,100012,2024-03-03,Fashion,1,740.23,30.0,518.16,0
ORD1000120006,100012,2024-03-18,Books,1,450.14,25.0,337.61,0
ORD1000120007,100012,2024-05-09,Beauty & Personal Care,2,399.02,10.0,718.23,0
ORD1000120008,100012,2024-05-10,Sports & Outdoors,1,1335.52,0.0,1335.52,0
ORD1000120009,100012,2024-05-22,Books,1,310.77,20.0,248.61,0
ORD1000120010,100012,2024-06-16,Grocery,1,690.07,0.0,690.07,0
ORD1000120011,100012,2024-06-23,Books,1,250.27,0.0,250.27,0
ORD1000120012,100012,2024-07-07,Sports & Outdoors,1,1251.7,0.0,1251.7,0
ORD1000120013,100012,2024-07-14,Electronics,2,180.69,0.0,361.39,1
ORD1000120014,100012,2024-07-21,Books,2,241.69,10.0,435.04,0
ORD1000120015,100012,2024-08-04,Books,2,405.54,15.0,689.41,0
ORD1000120016,100012,2024-09-09,Toys & Games,2,748.32,10.0,1346.97,0
ORD1000120017,100012,2025-01-14,Grocery,2,600.92,5.0,1141.74,0
ORD1000120018,100012,2025-02-27,Books,1,441.32,5.0,419.25,0
ORD1000120019,100012,2025-03-17,Books,1,268.82,20.0,215.05,0
ORD1000120020,100012,2025-03-27,Books,1,192.18,25.0,144.13,0
ORD1000120021,100012,2025-05-02,Books,1,232.14,0.0,232.14,0
ORD1000120022,100012,2025-05-03,Books,1,156.09,5.0,148.28,0
ORD1000120023,100012,2025-05-18,Books,2,311.24,15.0,529.1,0
ORD1000120024,100012,2025-05-21,Books,1,239.51,0.0,239.51,0
ORD1000120025,100012,2025-05-22,Books,2,414.18,0.0,828.37,0
ORD1000120026,100012,2025-06-01,Beauty & Personal Care,2,706.95,0.0,1413.89,0
ORD1000120027,100012,2025-06-06,Books,1,388.18,0.0,388.18,0
ORD1000120028,100012,2025-06-15,Books,1,53.13,10.0,47.81,0
ORD1000120029,100012,2025-07-07,Books,1,119.82,10.0,107.84,0
ORD1000120030,100012,2025-07-12,Books,1,451.76,5.0,429.18,0
ORD1000130001,100013,2024-01-25,Fashion,1,1450.02,0.0,1450.02,0
ORD1000130002,100013,2024-02-01,Beauty & Personal Care,1,437.82,0.0,437.82,0
ORD1000130003,100013,2024-02-21,Fashion,1,871.17,5.0,827.61,0
ORD1000130004,100013,2024-04-08,Fashion,1,1244.92,0.0,1244.92,0
ORD1000130005,100013,2024-04-20,Electronics,1,2076.56,0.0,2076.56,0
ORD1000130006,100013,2024-05-01,Electronics,2,2756.66,30.0,3859.32,0
ORD1000130007,100013,2024-05-04,Toys & Games,1,693.48,10.0,624.13,0
ORD1000130008,100013,2024-05-10,Fashion,1,1325.49,0.0,1325.49,0
ORD1000130009,100013,2024-07-04,Fashion,2,195.0,0.0,390.0,0
ORD1000130010,100013,2024-07-21,Toys & Games,1,121.5,0.0,121.5,0
ORD1000130011,100013,2024-07-24,Sports & Outdoors,3,1248.72,0.0,3746.17,0
ORD1000130012,100013,2024-07-30,Fashion,2,1369.08,0.0,2738.17,0
ORD1000130013,100013,2024-10-04,Sports & Outdoors,1,1097.15,0.0,1097.15,0
ORD1000130014,100013,2024-11-13,Fashion,1,701.45,10.0,631.3,0
ORD1000130015,100013,2024-11-18,Fashion,2,817.89,0.0,1635.78,0
ORD1000130016,100013,2024-11-20,Fashion,1,965.65,0.0,965.65,0
ORD1000130017,100013,2024-11-27,Fashion,1,742.72,0.0,742.72,1
ORD1000130018,100013,2024-12-30,Fashion,1,1328.85,20.0,1063.08,1
ORD1000130019,100013,2025-01-05,Fashion,1,797.93,5.0,758.04,0
ORD1000130020,100013,2025-01-21,Fashion,2,936.11,0.0,1872.22,0
ORD1000130021,100013,2025-02-10,Fashion,1,402.2,0.0,402.2,0
ORD1000130022,100013,2025-02-18,Beauty & Personal Care,1,397.42,0.0,397.42,0
ORD1000130023,100013,2025-02-26,Fashion,1,1323.67,0.0,1323.67,0
ORD1000130024,100013,2025-03-03,Fashion,1,1091.9,0.0,1091.9,0
ORD1000130025,100013,2025-03-19,Books,2,298.72,0.0,597.44,0
ORD1000130026,100013,2025-03-28,Fashion,2,753.48,10.0,1356.26,0
ORD1000130027,100013,2025-03-31,Fashion,2,288.23,30.0,403.52,1
ORD1000130028,100013,2025-04-05,Fashion,1,306.64,0.0,306.64,0
ORD1000130029,100013,2025-04-05,Electronics,1,2313.7,0.0,2313.7,0
ORD1000130030,100013,2025-04-06,Fashion,1,1657.32,0.0,1657.32,0
ORD1000130031,100013,2025-04-17,Fashion,1,472.54,0.0,472.54,0
ORD1000130032,100013,2025-05-19,Fashion,1,1200.55,0.0,1200.55,0
ORD1000130033,100013,2025-06-28,Home & Kitchen,1,1193.96,5.0,1134.26,0
ORD1000130034,100013,2025-06-30,Fashion,1,1204.31,0.0,1204.31,0
ORD1000130035,100013,2025-07-30,Sports & Outdoors,1,755.65,0.0,755.65,0
ORD1000130036,100013,2025-08-17,Fashion,1,779.28,0.0,779.28,0
ORD1000140001,100014,2025-01-28,Toys & Games,1,183.85,5.0,174.66,0
ORD1000140002,100014,2025-02-02,Beauty & Personal Care,1,583.3,15.0,495.81,0
ORD1000140003,100014,2025-03-23,Beauty & Personal Care,2,763.36,0.0,1526.72,0
ORD1000140004,100014,2025-04-05,Sports & Outdoors,1,1179.11,0.0,1179.11,0
ORD1000140005,100014,2025-08-05,Beauty & Personal Care,1,763.72,5.0,725.53,0
ORD1000140006,100014,2025-08-14,Beauty & Personal Care,1,269.65,0.0,269.65,0
ORD1000150001,100015,2023-11-21,Sports & Outdoors,1,1103.99,5.0,1048.79,0
ORD1000150002,100015,2023-12-19,Sports & Outdoors,1,776.96,0.0,776.96,0
ORD1000150003,100015,2024-01-13,Sports & Outdoors,1,1164.35,20.0,931.48,0
ORD1000150004,100015,2024-02-05,Home & Kitchen,1,1572.13,15.0,1336.31,0
ORD1000150005,100015,2024-05-08,Books,1,317.73,15.0,270.07,0
ORD1000150006,100015,2024-06-15,Sports & Outdoors,1,1777.86,0.0,1777.86,0
ORD1000150007,100015,2024-06-21,Sports & Outdoors,2,501.71,0.0,1003.41,0
ORD1000150008,100015,2024-06-30,Sports & Outdoors,1,1446.53,10.0,1301.88,0
ORD1000150009,100015,2024-07-07,Sports & Outdoors,2,1128.97,10.0,2032.14,0
ORD1000150010,100015,2024-07-11,Fashion,1,885.93,0.0,885.93,1
ORD1000150011,100015,2024-08-14,Sports & Outdoors,1,236.06,0.0,236.06,0
ORD1000150012,100015,2024-10-23,Sports & Outdoors,1,1243.82,5.0,1181.63,0
ORD1000150013,100015,2024-12-03,Sports & Outdoors,2,915.6,10.0,1648.08,0
ORD1000150014,100015,2025-03-19,Electronics,1,2189.93,20.0,1751.95,0
ORD1000150015,100015,2025-04-18,Sports & Outdoors,1,837.58,0.0,837.58,0
ORD1000150016,100015,2025-07-23,Sports & Outdoors,1,669.53,20.0,535.62,0
ORD1000160001,100016,2024-08-03,Grocery,1,290.76,0.0,290.76,0
ORD1000160002,100016,2024-09-10,Grocery,1,504.53,25.0,378.4,0
ORD1000160003,100016,2024-11-06,Grocery,1,50.0,0.0,50.0,0
ORD1000160004,100016,2024-11-23,Grocery,1,602.65,15.0,512.25,0
ORD1000160005,100016,2024-12-17,Grocery,1,626.76,20.0,501.41,0
ORD1000160006,100016,2025-02-01,Grocery,2,245.71,0.0,491.42,0
ORD1000160007,100016,2025-03-15,Grocery,1,463.43,10.0,417.08,0
ORD1000160008,100016,2025-03-26,Fashion,1,747.34,0.0,747.34,0
ORD1000160009,100016,2025-05-14,Grocery,1,477.39,0.0,477.39,0
ORD1000170001,100017,2025-03-04,Electronics,1,3115.13,5.0,2959.37,0
ORD1000170002,100017,2025-03-07,Sports & Outdoors,1,574.71,20.0,459.77,0
ORD1000170003,100017,2025-04-09,Electronics,1,3746.33,0.0,3746.33,0
ORD1000170004,100017,2025-04-12,Electronics,1,2924.98,0.0,2924.98,0
ORD1000170005,100017,2025-04-21,Electronics,1,5124.83,0.0,5124.83,0
ORD1000170006,100017,2025-06-07,Electronics,1,2352.85,0.0,2352.85,0
ORD1000170007,100017,2025-06-13,Electronics,2,4188.87,5.0,7958.86,0
ORD1000170008,100017,2025-07-24,Sports & Outdoors,2,50.0,0.0,100.0,0
ORD1000180001,100018,2023-09-11,Sports & Outdoors,3,826.73,0.0,2480.18,0
ORD1000180002,100018,2023-09-21,Electronics,2,2934.03,0.0,5868.06,0
ORD1000180003,100018,2023-10-27,Sports & Outdoors,1,842.82,0.0,842.82,0
ORD1000180004,100018,2023-11-05,Sports & Outdoors,1,562.45,0.0,562.45,0
ORD1000180005,100018,2023-11-11,Books,1,388.5,0.0,388.5,1
ORD1000180006,100018,2023-11-17,Sports & Outdoors,1,1050.25,0.0,1050.25,1
ORD1000180007,100018,2023-12-13,Sports & Outdoors,1,1731.18,15.0,1471.5,0
ORD1000180008,100018,2023-12-17,Sports & Outdoors,1,1042.57,30.0,729.8,0
ORD1000180009,100018,2024-03-26,Home & Kitchen,1,871.99,20.0,697.6,0
ORD1000180010,100018,2024-04-22,Sports & Outdoors,1,1069.22,0.0,1069.22,0
ORD1000180011,100018,2024-09-03,Sports & Outdoors,1,1955.23,15.0,1661.95,0
ORD1000180012,100018,2024-09-15,Sports & Outdoors,1,544.36,0.0,544.36,0
ORD1000180013,100018,2024-10-09,Fashion,1,862.55,0.0,862.55,0
ORD1000180014,100018,2024-11-13,Sports & Outdoors,2,979.56,0.0,1959.11,0
ORD1000180015,100018,2024-11-27,Sports & Outdoors,1,1074.98,10.0,967.48,0
ORD1000180016,100018,2025-01-11,Sports & Outdoors,2,1138.69,15.0,1935.77,0
ORD1000180017,100018,2025-05-17,Sports & Outdoors,1,1426.47,0.0,1426.47,0
ORD1000190001,100019,2025-06-06,Grocery,2,638.42,10.0,1149.15,0
ORD1000190002,100019,2025-07-12,Books,1,389.31,10.0,350.38,0
ORD1000190003,100019,2025-08-11,Grocery,1,292.05,25.0,219.04,0
ORD1000200001,100020,2025-01-05,Beauty & Personal Care,1,600.64,0.0,600.64,0
ORD1000200002,100020,2025-01-30,Sports & Outdoors,1,1445.21,0.0,1445.21,0
ORD1000200003,100020,2025-02-28,Sports & Outdoors,1,1456.99,0.0,1456.99,1
ORD1000200004,100020,2025-03-29,Sports & Outdoors,1,251.73,5.0,239.14,0
ORD1000200005,100020,2025-04-10,Sports & Outdoors,1,576.81,10.0,519.13,0
ORD1000200006,100020,2025-04-19,Sports & Outdoors,1,1237.96,30.0,866.57,0
